fha_loan_id,hud_property_name,city,state,initial_endorsement_date,original_mortgage_amount,program_category,units,basic_fha_risk_share_or_other,current_status_of_loan,date_of_firm_issue,firm_commitment_lender,holder_name
145206,"Sterling Ledet & Associates, Inc.",Gladstone,PA,2012-09-15,113974241,202/8 SR,231,Basic FHA,Finally Endorsed,2023-07-18,Colt Defense,Safeway Inc.
460532,Quanta Services,Edmond,PA,2004-08-07,48655660,202/8 NC,242,Hospitals & Group Practice,Initially Endorsed,2021-08-09,Cartoon Network Studios,The Happy Bear
551852,Stratacard,Gilroy,PA,2006-06-30,25806914,223(a)(7) Refi of 223f ALF,151,Hospitals & Group Practice,Finally Endorsed,2022-05-13,Sunny Delight Beverages,OCZ Technology
542995,651 Valley Mews,Laguna Woods,PA,2013-03-18,67671974,202/8 NC,68,Risk Sharing,Finally Endorsed,2020-09-01,Kingston Technology,Viacom
968105,323 Jamestown Run,Warner Robins,PA,2002-10-11,60092694,223(a)(7) Refi of 223f ALF,276,Basic FHA,Initially Endorsed,2020-06-15,Future Bright,TransDigm Group
149667,News Corporation,Kankakee,PA,1995-12-09,147977447,223(a)(7) Refi of 223f Nursing/ ICF,158,Hospitals & Group Practice,Initially Endorsed,2020-08-08,Briggs & Stratton,NBC Universal
148719,Oracle Corporation,Vista,PA,2019-03-21,111272867,202/8 SR,459,Basic FHA,Finally Endorsed,2021-06-06,General Communication,Venus Swimwear
981268,Arbitron,North Las Vegas,PA,1999-03-01,126447709,223(a)(7) Refi of 223f Nursing/ ICF,156,Hospitals & Group Practice,Initially Endorsed,2020-08-05,Alladin Realty,Pro-Care Garden Maintenance
265301,Star Interior Design,Gilroy,PA,1994-04-29,127524062,202/8 NC,44,Risk Sharing,Finally Endorsed,2022-03-11,Belle Lady,KFC
499560,STX,Paterson,PA,2003-02-23,64519000,223(a)(7) Refi of 223f Nursing/ ICF,73,Hospitals & Group Practice,Finally Endorsed,2020-04-03,Mission Realty,Iron Mountain
025543,344 Mendosa Lodge,Whittier,PA,2015-09-25,143018369,223(a)(7) Refi of 223f Nursing/ ICF,25,Basic FHA,Initially Endorsed,2020-02-25,Naturohair,Rite Solution
811885,Quality Merchant Services,Yonkers,PA,2005-11-09,109792472,223(a)(7) Refi of 223f ALF,209,Hospitals & Group Practice,Finally Endorsed,2020-11-07,Honest Air Group,Aloha Airlines
436509,Titania,Beverly,PA,1996-02-15,31529998,223(a)(7) Refi of 223f Nursing/ ICF,77,Hospitals & Group Practice,Initially Endorsed,2020-03-13,Discovery Communications,Silicon Image
682584,Sterling Commerce,Hinsdale,PA,2022-09-30,38825816,223(a)(7) Refi of 223f ALF,168,Hospitals & Group Practice,Initially Endorsed,2023-07-13,Auto-Owners Insurance,Red Hat
374350,238 Parque Grove,Arvada,PA,2005-03-17,6821397,223(a)(7) Refi of 223f Nursing/ ICF,165,Hospitals & Group Practice,Initially Endorsed,2023-03-26,Lee,Dollar Tree
214418,Hilton Hotels Corporation,Staunton,PA,1992-02-21,131138093,202/8 NC,284,Basic FHA,Initially Endorsed,2021-05-05,Citrix,The Serendipity Dip
012289,NetDNA,Jamestown,PA,2001-12-20,121677849,223(a)(7) Refi of 223f Nursing/ ICF,176,Risk Sharing,Finally Endorsed,2021-12-15,Lockheed Martin,Sur La Table
478707,Star Merchant Services,Avenal,PA,2011-07-28,109668238,223(a)(7) Refi of 223f Nursing/ ICF,105,Hospitals & Group Practice,Initially Endorsed,2023-08-05,Landskip Yard Service,American Greetings
514702,1311 Kronquist Drive,Deerfield,PA,2009-06-21,16508812,223(a)(7) Refi of 223f Nursing/ ICF,487,Basic FHA,Initially Endorsed,2022-05-25,Prestiga-Biz,Hot Topic
544639,Audiovox,Mustang,PA,2004-06-20,34645879,223(a)(7) Refi of 223f Nursing/ ICF,490,Hospitals & Group Practice,Finally Endorsed,2022-05-03,Friendly Advice,Vari-Tec
853096,834 Modoc Point,Mesa,PA,2014-05-21,139208529,202/8 NC,220,Basic FHA,Finally Endorsed,2023-01-08,Activision Blizzard,Helios Air
244806,552 Winfield Pine,Sandusky,PA,2002-09-25,136584526,202/8 NC,323,Hospitals & Group Practice,Initially Endorsed,2020-02-06,Romp,A Plus Lawn Care
404162,534 Sixth Street,Kennesaw,PA,2014-07-18,49034370,223(a)(7) Refi of 223f Nursing/ ICF,469,Hospitals & Group Practice,Finally Endorsed,2022-02-19,CNET,Better Business Ideas and Services
310250,Cut Rite,Carlisle,PA,2000-07-11,41861743,223(a)(7) Refi of 223f ALF,467,Risk Sharing,Initially Endorsed,2021-07-29,Netobill,Liberty Wealth Planners
391116,VF Corporation,Nashville,PA,2021-01-29,141088454,223(a)(7) Refi of 223f ALF,499,Hospitals & Group Practice,Initially Endorsed,2020-03-17,Qualcomm,Newhair
010193,59 Al Scoma Junction,Santa Monica,PA,1995-12-17,45108745,202/8 SR,374,Hospitals & Group Practice,Initially Endorsed,2021-07-19,United Services Automobile Association,Sauer-Danfoss
261284,1302 Weatherly Estate,Taunton,PA,1994-05-31,61340952,202/8 SR,257,Basic FHA,Initially Endorsed,2023-08-29,Strategic Profit,Rockstar Games
431516,90 Northridge Garden,Montgomery,PA,1991-11-29,81628716,202/8 SR,284,Risk Sharing,Initially Endorsed,2021-08-05,Monlinks,Louisiana Pacific
916697,Crowley Maritime Corporation,Alice,PA,2005-04-21,130259117,202/8 NC,318,Hospitals & Group Practice,Finally Endorsed,2023-05-03,Klipsch Audio Technologies,Liz Claiborne
498269,971 Wallen Bayou,Niagara Falls,PA,1990-01-07,123922117,202/8 SR,287,Risk Sharing,Initially Endorsed,2021-10-05,Westat,Gold Leaf Garden Management
653292,Bradley Pharmaceuticals,Santa Cruz,PA,2023-11-06,79316190,202/8 SR,332,Risk Sharing,Initially Endorsed,2022-07-02,Marriott Corporation,Red Bears Tavern
171758,Wise Solutions,Kokomo,PA,2004-08-20,91474621,202/8 NC,273,Basic FHA,Initially Endorsed,2022-07-12,Pearl Architectural Design,Monsource
679188,Jones Soda Co.,Newburyport,PA,1982-12-06,37562380,223(a)(7) Refi of 223f ALF,303,Risk Sharing,Finally Endorsed,2021-04-23,Jimmy John's,Mission Realty
895727,Maxaprofit,Biddeford,PA,1981-09-23,57329730,223(a)(7) Refi of 223f Nursing/ ICF,345,Risk Sharing,Initially Endorsed,2023-10-28,Numark,Boyd Gaming
188408,1288 South Hill Row,Hallandale Beach,PA,1995-11-25,69439620,202/8 NC,391,Risk Sharing,Finally Endorsed,2022-12-06,Advanced Micro Devices,Schoep's Ice Cream
583900,24 Bell Point,Fort Wayne,PA,2021-12-30,67170217,202/8 SR,384,Hospitals & Group Practice,Finally Endorsed,2022-01-22,Gas Legion,Life's Gold
305225,1032 Sparta Walk,Goshen,PA,2020-04-16,81070810,202/8 SR,90,Basic FHA,Finally Endorsed,2023-05-07,Qualcomm,Cogent Communications
947637,103 Wallace Glen,Elk Grove Village,PA,2007-05-13,59082517,223(a)(7) Refi of 223f ALF,40,Risk Sharing,Initially Endorsed,2020-09-13,Target Realty,Adapt
145486,1244 Cohen Circle,Sumter,PA,2019-08-30,89955766,223(a)(7) Refi of 223f Nursing/ ICF,459,Hospitals & Group Practice,Initially Endorsed,2021-06-11,Whataburger,Benchmark Electronics
861067,The High Heelers,Muskego,PA,2021-09-02,92313540,223(a)(7) Refi of 223f ALF,266,Risk Sharing,Initially Endorsed,2020-06-07,Planetbiz,Total Quality
137666,Interstate Batteries,Omaha,PA,1995-11-02,75627099,223(a)(7) Refi of 223f Nursing/ ICF,32,Hospitals & Group Practice,Initially Endorsed,2022-04-12,Rite Aid Corporation,Titania
443658,Bristol-Myers Squibb,Poplar Bluff,PA,1989-08-01,73862178,223(a)(7) Refi of 223f Nursing/ ICF,229,Hospitals & Group Practice,Initially Endorsed,2020-09-20,Interstate Batteries,Kroger
028814,Plochman's,Lima,PA,1992-05-01,124213376,223(a)(7) Refi of 223f Nursing/ ICF,393,Hospitals & Group Practice,Finally Endorsed,2020-09-02,Apache Software Foundation,DineEquity
957015,1354 Woodside Shore,McKeesport,PA,2022-08-20,80902345,223(a)(7) Refi of 223f ALF,86,Hospitals & Group Practice,Initially Endorsed,2023-04-26,AT&T,Hastings Entertainment
941461,Electronic Geek,Brownsburg,PA,2012-01-29,57238510,202/8 SR,33,Risk Sharing,Initially Endorsed,2020-04-23,Matrix Interior Design,Maxi-Tech
263782,524 Owen Hills,Galesburg,PA,2012-11-21,145680730,202/8 SR,89,Hospitals & Group Practice,Finally Endorsed,2021-09-18,Gas Depot,Assurant
210735,Friendly Advice,Aliso Viejo,PA,2008-03-29,119440032,223(a)(7) Refi of 223f Nursing/ ICF,292,Hospitals & Group Practice,Finally Endorsed,2020-05-29,Wise Solutions,"Wells Fargo Bank, N.A."
258529,1016 Acadia Bridge,Henderson,PA,2019-10-28,55945955,202/8 NC,412,Risk Sharing,Initially Endorsed,2022-10-06,Mozilla Foundation,Columbia Pictures
938534,Pinnacle Systems,Chaska,PA,1987-08-22,28984866,223(a)(7) Refi of 223f Nursing/ ICF,358,Risk Sharing,Finally Endorsed,2021-06-11,Hardee's,Magik Gray
837121,Pointers,Mauldin,PA,2011-06-04,10668752,202/8 NC,238,Hospitals & Group Practice,Initially Endorsed,2023-03-04,Belle Lady,State Street Corporation
744967,Control Data Corporation,Clearfield,PA,2021-06-03,93837072,223(a)(7) Refi of 223f ALF,384,Risk Sharing,Initially Endorsed,2022-03-01,Birdwell,Vivitar
316036,88 Santa Rosa Trace,New Bedford,PA,1995-05-27,79650804,202/8 NC,22,Hospitals & Group Practice,Finally Endorsed,2020-02-17,Acuity Brands,Techo Solutions
152127,Rockstar Games,Palm Springs,PA,2011-04-12,132610245,202/8 NC,267,Risk Sharing,Finally Endorsed,2023-09-11,Cut Rite Lawn Care,Klipsch Audio Technologies
767212,"ZOMM, LLC",Fontana,PA,2021-01-02,53553816,223(a)(7) Refi of 223f ALF,325,Basic FHA,Initially Endorsed,2020-04-22,Frasca International,Vertex Pharmaceuticals
619012,79 Rock Alley,Calabasas,PA,1981-10-07,52874678,202/8 NC,180,Basic FHA,Initially Endorsed,2023-10-11,Integra Investment Service,Snap-on Tools
300702,US Cellular,Wheeling,PA,2010-01-04,37633258,223(a)(7) Refi of 223f ALF,277,Hospitals & Group Practice,Finally Endorsed,2021-06-24,Quanta Services,Columbia Pictures
536264,882 Vidal Hills,El Cajon,PA,1988-05-14,23524453,223(a)(7) Refi of 223f ALF,68,Basic FHA,Initially Endorsed,2021-01-24,Total Quality,Infor
695372,897 Florida Expressway,Windsor,PA,2010-06-19,49812891,223(a)(7) Refi of 223f ALF,460,Basic FHA,Initially Endorsed,2023-04-16,Myspace,DST Systems
082272,Friendly Interior Design,Broadview Heights,PA,1996-10-26,122733032,202/8 NC,75,Basic FHA,Initially Endorsed,2023-12-14,Interstate Batteries,Dean Foods
277225,A Plus Lawn Care,Port St. Lucie,PA,2007-07-14,3161987,223(a)(7) Refi of 223f Nursing/ ICF,286,Risk Sharing,Finally Endorsed,2022-10-21,Sistemos,Bed Bath & Beyond
245834,Webcom Business Services,Fond du Lac,PA,1991-02-26,117261363,223(a)(7) Refi of 223f Nursing/ ICF,273,Risk Sharing,Finally Endorsed,2021-11-29,AMETEK,Solution Answers
203395,Gold Leaf Garden Management,Schenectady,PA,1993-02-21,43039384,202/8 NC,345,Risk Sharing,Finally Endorsed,2022-12-24,Spectrum Brands,Devon Energy
003511,1141 Pixley Annex,Mankato,PA,2019-01-07,57827061,223(a)(7) Refi of 223f ALF,482,Risk Sharing,Initially Endorsed,2020-02-03,Back To Basics Chiropractic Clinic,American Eagle Outfitters
401597,Enterasys Networks,Angleton,PA,1980-04-26,116538067,223(a)(7) Refi of 223f ALF,452,Basic FHA,Finally Endorsed,2021-07-06,Xerox,System Star Solutions
379956,Shirokiya,Northampton,PA,1995-02-07,61181548,223(a)(7) Refi of 223f Nursing/ ICF,98,Hospitals & Group Practice,Initially Endorsed,2022-07-11,NetApp,Royal Gas
256874,Burger King Holdings,Newport,PA,2013-04-18,143058043,223(a)(7) Refi of 223f Nursing/ ICF,57,Risk Sharing,Finally Endorsed,2022-06-09,Birdwell,Abbott Laboratories
496259,478 Battery Caulfield Loop,Farmers Branch,PA,1982-08-07,133555534,202/8 NC,480,Basic FHA,Finally Endorsed,2020-08-04,Allergan,SkyWest Airlines
383823,677 Tacoma Estate,San Bernardino,PA,2019-11-06,45782044,202/8 NC,83,Hospitals & Group Practice,Finally Endorsed,2022-07-08,Exelon Corporation,Asbury Automotive Group
180831,Webcom Business Services,Marshalltown,PA,2010-11-07,68182171,223(a)(7) Refi of 223f ALF,67,Hospitals & Group Practice,Initially Endorsed,2023-03-17,Koch Industries,Eastman Chemical Company
480870,Whataburger,Houston,PA,1992-08-26,99441308,202/8 NC,75,Risk Sharing,Initially Endorsed,2020-04-26,BFG Technologies,Seksi Lady
220178,The White Swan,Tallmadge,PA,2014-03-30,122076250,202/8 SR,490,Risk Sharing,Finally Endorsed,2020-12-28,Microcat,VIZ Media
297924,738 Tomaso Grove,Ada,PA,1999-05-20,43228699,223(a)(7) Refi of 223f Nursing/ ICF,341,Hospitals & Group Practice,Finally Endorsed,2022-06-02,Perisolution,Trinity Industries Inc.
788925,Red Bears Tavern,Fairmont,PA,2006-12-04,94231611,223(a)(7) Refi of 223f ALF,349,Basic FHA,Initially Endorsed,2022-08-12,First Choice Yard Help,Webcom Business Services
834462,Winnebago Industries,Lindenhurst,PA,2008-08-27,81582966,223(a)(7) Refi of 223f Nursing/ ICF,354,Hospitals & Group Practice,Finally Endorsed,2021-11-11,Envirotecture Design Service,Human Kinetics
164592,129 Nelson Rising Hill,Perth Amboy,PA,2001-05-03,76592342,223(a)(7) Refi of 223f ALF,436,Risk Sharing,Finally Endorsed,2022-07-02,Enviro Architectural Designs,Arizona Stock Exchange
678046,Comodo,Streamwood,PA,1995-03-25,59983579,202/8 NC,177,Risk Sharing,Initially Endorsed,2023-06-12,Ideal Garden Management,Reliable Investments
513416,"Cisco Systems, Inc.",New Bedford,PA,1992-02-12,65240540,223(a)(7) Refi of 223f Nursing/ ICF,174,Risk Sharing,Initially Endorsed,2020-07-03,United Technologies,VF Corporation
468032,Ameriprise Financial,Sapulpa,PA,1982-07-28,31145724,223(a)(7) Refi of 223f Nursing/ ICF,383,Hospitals & Group Practice,Finally Endorsed,2021-08-20,S3 Graphics,Miller Brewing
438665,Gamma Grays,Soledad,PA,1989-07-31,130021300,223(a)(7) Refi of 223f ALF,148,Hospitals & Group Practice,Initially Endorsed,2022-11-25,Electronic Arts,Suadela Investment
999617,RadioShack,Lisle,PA,1989-05-09,140579039,202/8 NC,367,Hospitals & Group Practice,Initially Endorsed,2021-05-21,The White Rabbit,Vaughan & Bushnell Manufacturing
145699,H. J. Heinz Company,West Springfield,PA,1985-04-25,35575664,202/8 NC,451,Risk Sharing,Initially Endorsed,2021-08-18,DC Shoes,New Balance
862578,837 Steuben Gardens,Atwater,PA,1995-01-15,24114366,202/8 SR,496,Basic FHA,Initially Endorsed,2020-07-19,Martha Stewart Living Omnimedia,Earthworks Yard Maintenance
590288,12 Kezar Annex,McKinney,PA,1986-07-18,65706013,223(a)(7) Refi of 223f ALF,314,Hospitals & Group Practice,Finally Endorsed,2020-02-23,Harman International Industries,Mattel
841219,Brunswick Corporation,Jefferson City,PA,2018-01-21,72831761,202/8 NC,337,Hospitals & Group Practice,Initially Endorsed,2022-04-21,Safeco Corporation,Westat
518746,EMC Corporation,Torrance,PA,2022-02-20,28510595,202/8 SR,419,Basic FHA,Initially Endorsed,2020-08-13,Mission Realty,Megatronic Mux
783032,Kurzweil Educational Systems,Sulphur,PA,1987-08-19,66038293,223(a)(7) Refi of 223f Nursing/ ICF,198,Hospitals & Group Practice,Initially Endorsed,2020-11-04,Oracle Corporation,Tesoro
543344,Bushmaster Firearms International,Elizabeth City,PA,2010-07-09,52846030,223(a)(7) Refi of 223f ALF,34,Risk Sharing,Initially Endorsed,2021-02-20,Happy Family,Omni Source
230931,71 Borica Bayou,Lompoc,PA,2007-07-27,96869334,202/8 NC,251,Basic FHA,Finally Endorsed,2021-04-25,Electronics Source,eBay
036613,Formula Gray,Kannapolis,PA,1987-10-22,141270186,223(a)(7) Refi of 223f Nursing/ ICF,323,Hospitals & Group Practice,Initially Endorsed,2022-01-12,Digi-Key,"PalmSource, Inc."
883955,711 Vassar Park,Kent,PA,1981-06-23,97113884,223(a)(7) Refi of 223f Nursing/ ICF,292,Basic FHA,Finally Endorsed,2020-11-30,Eli Lilly and Company,Reliable Garden Management
927261,Aetna,Pittsfield,PA,1993-09-02,15338282,223(a)(7) Refi of 223f Nursing/ ICF,468,Hospitals & Group Practice,Initially Endorsed,2021-11-16,Werner Enterprises,BJ's Wholesale Club
798620,Ann Taylor,Broken Arrow,PA,2005-01-03,139042102,202/8 NC,216,Hospitals & Group Practice,Initially Endorsed,2023-08-28,DynCorp International,Webcom Business Services
599970,285 Dawson Stravenue,Weirton,PA,1984-11-19,60825355,223(a)(7) Refi of 223f ALF,22,Hospitals & Group Practice,Finally Endorsed,2023-05-26,Informix,Apollo Group
642466,991 Escondido Lake,West St. Paul,PA,2009-10-12,99936158,202/8 NC,129,Risk Sharing,Initially Endorsed,2021-12-11,The Liberty Corporation,Sexy Babe
499421,Domtar,LaGrange,PA,1984-02-29,108819529,202/8 NC,363,Hospitals & Group Practice,Finally Endorsed,2020-09-16,Ocean Spray,Team Designers and Associates
370770,1334 Santa Marina Bayou,Delaware,PA,2016-08-09,111149812,202/8 NC,69,Hospitals & Group Practice,Initially Endorsed,2021-03-28,Mission G,Planet Profit
499678,482 Greely Bend,Lynchburg,PA,1997-04-18,50446963,223(a)(7) Refi of 223f ALF,44,Risk Sharing,Initially Endorsed,2023-01-16,Cut Rite Lawn Care,Lazysize
789180,Rollins Inc.,Cocoa,PA,1994-07-15,12397019,223(a)(7) Refi of 223f ALF,493,Hospitals & Group Practice,Initially Endorsed,2023-09-20,Lennox International,American International Group
253725,The Hertz Corporation,New Smyrna Beach,PA,2002-09-27,9656918,202/8 SR,240,Risk Sharing,Initially Endorsed,2021-04-09,BJ Services Company,Lone Wolf Wealth Planning
526207,"FileMaker Inc., formerly Claris Corp.",Fort Myers,PA,2003-04-02,23330776,202/8 SR,390,Risk Sharing,Finally Endorsed,2020-06-14,Ecolab,Verizon Wireless
046593,872 Spears Park,New Castle,PA,1987-04-11,2506426,202/8 NC,385,Hospitals & Group Practice,Initially Endorsed,2022-09-15,"Sun Microsystems, Inc.",Ball Corp.
956002,370 Robert C Levy Row,Annapolis,PA,2012-03-18,114817522,223(a)(7) Refi of 223f Nursing/ ICF,300,Hospitals & Group Practice,Initially Endorsed,2023-05-02,Ejecta,General Communication
966308,Fragrant Flower Lawn Services,Englewood,PA,2015-03-28,74503204,202/8 NC,289,Hospitals & Group Practice,Initially Endorsed,2020-06-06,Arkeia Software,Whataburger
844481,915 Candlewood Manor,Alice,PA,2022-04-21,144979765,223(a)(7) Refi of 223f Nursing/ ICF,264,Basic FHA,Initially Endorsed,2023-12-05,Powerbod,Opticomp
203689,Eastman Chemical Company,Alton,PA,1991-07-24,43539732,223(a)(7) Refi of 223f Nursing/ ICF,14,Basic FHA,Initially Endorsed,2021-11-13,United Services Automobile Association,FreeWave Technologies
299238,Rollins Inc.,Schertz,PA,1992-08-12,121695897,223(a)(7) Refi of 223f Nursing/ ICF,399,Risk Sharing,Finally Endorsed,2023-02-03,Office Max,Monk Home Improvements
434465,531 Ardath Manor,Muskego,PA,2007-07-11,13461780,202/8 NC,278,Risk Sharing,Initially Endorsed,2023-06-08,Buena Vista Garden Maintenance,Atmos Energy
288363,Seksi Lady,Homestead,PA,2006-05-31,82214937,223(a)(7) Refi of 223f ALF,123,Basic FHA,Finally Endorsed,2021-05-20,Abbott Laboratories,Advance Auto Parts
259875,GHD Inc.,South Portland,PA,1999-07-14,55368575,223(a)(7) Refi of 223f ALF,489,Basic FHA,Finally Endorsed,2020-02-23,Dominion Resources,Netcordia
510695,Garmin,Fall River,PA,2016-07-09,61578208,202/8 SR,282,Risk Sharing,Finally Endorsed,2021-04-04,STX,Georgia Pacific
388845,961 Vernon Terrace,Lauderdale Lakes,PA,1991-09-28,133240042,223(a)(7) Refi of 223f Nursing/ ICF,215,Risk Sharing,Finally Endorsed,2022-02-13,Vantec,Nationwide Insurance
785170,1007 Junior Bridge,Sandy Springs,PA,1991-01-30,87393898,223(a)(7) Refi of 223f ALF,423,Basic FHA,Finally Endorsed,2023-01-20,Service Corporation International,Control Data Corporation
913605,AES Corporation,Fairview Heights,PA,2004-02-03,5081180,223(a)(7) Refi of 223f ALF,291,Basic FHA,Finally Endorsed,2022-05-30,Prospa-Pal,Sistemos
454205,432 De Montfort Hill,Redmond,PA,2021-02-14,4151628,223(a)(7) Refi of 223f Nursing/ ICF,390,Hospitals & Group Practice,Initially Endorsed,2023-11-20,American Eagle Outfitters,OpenMarket Inc.
884244,Merrymaking,Eagle Pass,PA,1980-05-23,121888135,202/8 NC,363,Hospitals & Group Practice,Initially Endorsed,2022-04-24,Snap-on Tools,Realty Depot
384769,Giant Food,Simi Valley,PA,1986-11-14,102506479,223(a)(7) Refi of 223f Nursing/ ICF,317,Risk Sharing,Initially Endorsed,2021-03-05,Black & Decker,Tesoro
476815,DST Systems,Revere,PA,2010-11-15,24192290,223(a)(7) Refi of 223f Nursing/ ICF,307,Risk Sharing,Finally Endorsed,2020-12-14,Adaptas,The Spotted Cougar
207489,1252 Mark Twain Loop,Leesburg,PA,2004-01-10,1765370,202/8 NC,212,Hospitals & Group Practice,Initially Endorsed,2021-10-13,EnviroSource Design,Pearl Architectural Design
145738,Amtrak,San Ramon,PA,2018-11-23,115375645,223(a)(7) Refi of 223f ALF,46,Risk Sharing,Finally Endorsed,2020-05-26,One-Up Realtors,Bristol-Myers Squibb
495587,SBC Communications,Conroe,PA,2003-11-20,71426048,223(a)(7) Refi of 223f Nursing/ ICF,333,Hospitals & Group Practice,Initially Endorsed,2022-11-23,Martin Marietta Materials,Modern Architecture Design
994453,830 Ellsworth Extension,Taunton,PA,2018-03-15,123138718,202/8 SR,79,Risk Sharing,Finally Endorsed,2020-11-30,The Goose and Duck,Audiovox
182605,116 Esquina Loop,Steubenville,PA,1992-01-19,52758435,223(a)(7) Refi of 223f Nursing/ ICF,160,Basic FHA,Initially Endorsed,2020-03-18,Paramount Pictures,Vizio
654596,92 Atoll Mews,Manteca,PA,1981-05-01,53500566,202/8 NC,455,Hospitals & Group Practice,Finally Endorsed,2023-02-22,Raytheon,Monit
378414,Hyland Software,Olathe,PA,2003-04-21,38382567,202/8 SR,66,Risk Sharing,Initially Endorsed,2020-08-10,Amkor Technology,Exact Realty
131154,1079 Harper Stravenue,Lacey,PA,1983-10-26,80928222,202/8 NC,376,Risk Sharing,Finally Endorsed,2022-09-01,Fruit of the Loom,Afforda Merchant Services
445771,1174 Columbia Square Ranch,Belmont,PA,1991-12-01,17570154,202/8 SR,319,Basic FHA,Finally Endorsed,2022-03-15,Forum Communications,Magna Solution
827424,1061 Perego Avenue,Gilbert,PA,1980-02-15,148520894,202/8 NC,61,Basic FHA,Initially Endorsed,2021-12-07,Access Asia,CBS Corporation
026479,JL Audio,Pittsburgh,PA,1995-10-11,3781649,202/8 SR,202,Basic FHA,Initially Endorsed,2020-09-03,IBM,Fluor Corp
912521,The Liberty Corporation,Elmwood Park,PA,1990-12-22,13577280,223(a)(7) Refi of 223f Nursing/ ICF,132,Basic FHA,Finally Endorsed,2020-12-12,Ultimate Software,TLC
823334,Oberweis Dairy,West Chester,PA,2023-03-29,147575045,223(a)(7) Refi of 223f Nursing/ ICF,401,Hospitals & Group Practice,Finally Endorsed,2022-11-06,Novell,Circuit Design
814640,598 Green Alley,Newton,PA,2000-04-22,68094720,223(a)(7) Refi of 223f Nursing/ ICF,288,Basic FHA,Finally Endorsed,2022-02-20,Houlihan's,Gamma Gas
264085,Creative Wealth,Southaven,PA,1982-06-15,75535623,223(a)(7) Refi of 223f ALF,64,Risk Sharing,Initially Endorsed,2020-02-05,Southern California Edison,Cogent Communications
335311,526 Greenview Landing,Ocoee,PA,2007-02-18,59457187,202/8 NC,121,Risk Sharing,Finally Endorsed,2022-09-14,Royal Gas,Total Yard Maintenance
670267,Wise Appraisals,Summit,PA,2018-05-14,122885397,202/8 NC,207,Hospitals & Group Practice,Finally Endorsed,2020-09-23,Indiewealth,Xerox
515794,1186 Concourse Motorway,Selma,PA,2014-06-05,136631603,202/8 NC,339,Hospitals & Group Practice,Initially Endorsed,2023-07-10,Rich and Happy,Magik Grey
097442,Steinway & Sons,Round Lake Beach,PA,2006-06-14,128737064,223(a)(7) Refi of 223f Nursing/ ICF,390,Hospitals & Group Practice,Finally Endorsed,2023-11-30,Crazy Eddie,Walt Disney Company
719410,Realty Depot,Northbrook,PA,1994-07-16,125715708,202/8 NC,485,Basic FHA,Finally Endorsed,2022-02-05,International Paper,AGCO
256922,1196 Dearborn Landing,Charlottesville,PA,1999-02-16,112098130,223(a)(7) Refi of 223f ALF,74,Hospitals & Group Practice,Finally Endorsed,2023-01-13,Take-Two Interactive,Salary.com
140222,1125 Hobart Annex,Commerce City,PA,2023-10-13,16955067,202/8 NC,447,Hospitals & Group Practice,Initially Endorsed,2021-01-22,Pacific Gas & Electric Company,Platinum Interior Design
702713,Payless ShoeSource,Simpsonville,PA,2018-01-17,80272203,223(a)(7) Refi of 223f ALF,468,Hospitals & Group Practice,Initially Endorsed,2021-03-23,Xray Eye & Vision Clinics,Plan Smart Partner
583607,Martha Stewart Living Omnimedia,Brownsburg,PA,2002-09-20,68846364,223(a)(7) Refi of 223f ALF,167,Basic FHA,Initially Endorsed,2023-02-13,Polaroid Corporation,Rainbow Life
286152,Awthentikz,Southlake,PA,1980-01-14,21082195,223(a)(7) Refi of 223f Nursing/ ICF,338,Basic FHA,Finally Endorsed,2021-05-08,Powerbod,Aéropostale
675293,Viacom,Manassas,PA,1999-06-22,31808898,223(a)(7) Refi of 223f ALF,2,Basic FHA,Finally Endorsed,2022-04-26,Energy East,Hawaiian Airlines
675608,528 Cabrillo Junction,Seal Beach,PA,2006-07-08,145293280,223(a)(7) Refi of 223f Nursing/ ICF,230,Risk Sharing,Initially Endorsed,2021-11-01,Southern California Edison,Polaris Industries
367425,Dun & Bradstreet,Chula Vista,PA,2021-05-22,2938800,202/8 SR,422,Hospitals & Group Practice,Finally Endorsed,2021-02-01,Stratabiz,"Blyth, Inc."
249337,Realty Depot,Southaven,PA,1986-12-22,8389247,202/8 SR,472,Hospitals & Group Practice,Finally Endorsed,2020-01-31,Quality Event Planner,Monsource
769063,Quest Software,Banning,PA,1986-06-07,132819218,202/8 SR,283,Hospitals & Group Practice,Initially Endorsed,2023-11-15,Tropicana Products,Brinker International
041025,836 Mclea Alley,Cary,PA,2009-05-07,107180777,223(a)(7) Refi of 223f Nursing/ ICF,383,Risk Sharing,Initially Endorsed,2020-09-13,Spherion,Target Corporation
991870,Suadela Investment,Napa,PA,2006-06-14,105629856,202/8 NC,160,Hospitals & Group Practice,Initially Endorsed,2022-10-17,Aflac,WWE
573764,344 Saint Germain Bend,Del Rio,PA,2009-06-05,147743757,202/8 NC,294,Risk Sharing,Initially Endorsed,2020-12-20,ArvinMeritor,ACN Inc.
593497,698 Peralta Cove,Layton,PA,2005-12-14,44500912,223(a)(7) Refi of 223f ALF,257,Basic FHA,Finally Endorsed,2021-02-15,Liberty Wealth Planners,VMware
618969,953 Oshaughnessy Spur,South Plainfield,PA,1990-01-25,67012019,223(a)(7) Refi of 223f ALF,327,Hospitals & Group Practice,Finally Endorsed,2021-10-27,VECO Corporation,Chevron
