lihtc_project_id,normalized_state_id,hud_property_name,property_street_address,city,state,zip_code,state_id
PAA66867194,PAA08333719,1 Belcher Trail,292 Brook Motorway,Aventura,PA,60635,PAA59157923
PAA87050043,TC1120-5379,418 Arlington Parkway,757 Fifth Route,Jeffersontown,PA,47428,PAA08447286
PAA43261648,TC0842-5473,354 Incinerator Garden,269 Harlem Freeway,Rockford,PA,52318,TC0373-6680
PAA27124436,TC9223-3124,793 Carver Mall,878 Menoher Place,Southfield,PA,02777,TC4209-2010
PAA47317499,PAA94990205,Earthworks Garden Kare,608 Oak Access Estate,Arnold,PA,30116,TC7709-1973
PAA55194603,TC5665-5529,188 Sampson Bridge,1181 Scotland Ranch,Wylie,PA,63218,PAA59746474
PAA43056376,TC5926-1585,Ideal Industries,46 Berkshire Route,Grand Forks,PA,87025,PAA25286686
PAA82486183,TC9325-2627,Integra Investment Plan,1021 St. Paul Street-Calvert Pine,Calexico,PA,25810,PAA41767070
PAA94158263,PAA30461858,The Network Chef,179 Gateview Center,Lake Elsinore,PA,25965,TC6388-3831
PAA15688458,TC0569-3484,First Rate Choice,195 Starr King Loop,Maryland Heights,PA,33093,PAA14937051
PAA55090929,PAA53826629,Calpine,38 Dublin Trace,Dearborn,PA,52197,TC1131-1596
PAA63343880,TC0998-7657,Hewlett-Packard,243 Beeman Landing,Ithaca,PA,72651,TC4848-2799
PAA69162284,PAA24005501,One-Up Realtors,754 Monterey Cove,Rosemead,PA,61499,TC5998-6354
PAA62625839,PAA73925820,Magna Architectural Design,749 Mendosa Road,Elizabeth,PA,09815,PAA25286908
PAA72563147,TC8506-3410,Envirotecture Design Service,70 Milan Row,Hilton Head Island,PA,88451,TC3728-4789
PAA04846316,PAA21357931,Sears,533 El Plazuela Arcade,Stockton,PA,75005,TC7356-9856
PAA69496458,PAA52637283,Plochman's,1284 Homestead Run,Angleton,PA,55356,TC2935-8199
PAA24446126,TC1949-5608,612 Terra Vista Street,856 Lone Mountain Freeway,Ankeny,PA,34608,TC4542-7164
PAA70001186,TC1866-0083,Anadarko Petroleum Corporation,664 Tara Ferry,Modesto,PA,26818,PAA56066313
PAA35905702,PAA33362264,934 Mission Bay Canyon,978 Hanover Hill,Wyoming,PA,84081,PAA22888879
PAA39364450,PAA77440255,982 Hazelwood Crescent,838 Cordelia Gardens,Inkster,PA,46635,PAA84209593
PAA30669900,TC7972-8302,1372 Mary Teresa Bayou,23 Kern Shore,South Jordan,PA,17627,TC8400-5184
PAA44640850,PAA76249500,Mars Incorporated,1370 Avenue C Lodge,Honolulu,PA,01672,PAA27456081
PAA21208120,PAA56382216,752 Lucky Canyon,1372 Ripley Heights,Apex,PA,03726,TC2916-3275
PAA16598715,TC6004-4008,1275 Guerrero Garden,860 Vassar Bend,Seminole,PA,68717,PAA10666075
PAA12063985,TC5347-4839,1065 Dichiera Street,558 Hare Freeway,Desert Hot Springs,PA,76171,PAA81683584
PAA91408315,TC7893-4296,Cerner Corporation,465 Lyon Pine,Thousand Oaks,PA,50369,PAA73220150
PAA45882701,PAA85410912,General Dynamics,1014 Exposition Trail,South Jordan,PA,11814,PAA13702181
PAA54118578,TC7429-1094,848 Pioche Crescent,1127 Tevis Junction,Salt Lake City,PA,04702,PAA21459191
PAA92372157,PAA80184896,386 Mayfair Run,495 Shotwell Green,Fair Lawn,PA,21857,PAA50059636
PAA02572620,PAA20894078,908 San Jose Viaduct,161 Madrone Annex,Dearborn,PA,11683,PAA95365360
PAA39027132,TC5339-7925,Altria Group,310 Montezuma Grove,Denton,PA,13767,PAA72775767
PAA36410121,PAA84694547,Russell Investment Group,861 Arroyo Estate,Roswell,PA,72373,TC0465-2647
PAA62006778,TC6077-6535,IGT,48 Pioche Freeway,East Point,PA,30365,PAA04314148
PAA37588108,TC3597-1346,768 Dashiell Hammett Circle,691 East Crystal Cove Heights,Nixa,PA,11290,PAA58671111
PAA82480479,TC4828-7642,1235 Clement Bridge,1188 Hulbert Expressway,Farmington,PA,15965,TC4394-8913
PAA67738997,TC8451-6076,Monsanto Company,489 Colton Circle,Lewisville,PA,19850,PAA64906199
PAA70398980,PAA60627312,Fairchild Semiconductor,1119 Tennessee Street,Merrillville,PA,84447,PAA04105921
PAA05542704,TC7018-4188,Zappos.com,665 Hamerton Boulevard,Lynwood,PA,97773,PAA20255405
PAA48378574,PAA21392581,Bath & Body Works,364 Lydia Street,Bellevue,PA,16499,TC4734-8017
PAA56002159,TC5309-7977,Netcom Business Services,847 Blanche Field,Kannapolis,PA,11745,TC6653-3135
PAA99919912,PAA06854750,1268 Chumasero Mews,437 Winter Canyon,Logan,PA,55377,TC1608-0939
PAA18375624,PAA33793364,1050 Anza Place,227 Spreckels Lake Field,Rock Hill,PA,44776,TC0165-0407
PAA27503059,TC7673-1204,DineEquity,288 San Anselmo Hill,Casa Grande,PA,07424,TC9776-7554
PAA52459379,TC1933-9702,923 Norton Square,1118 Rockaway Shore,Loveland,PA,72168,PAA61102382
PAA36983809,PAA79479080,Anchor Bay Entertainment,647 Princeton Terrace,Fayetteville,PA,27176,PAA46151404
PAA35191078,PAA25184604,180 Randolph Gardens,877 Bancroft Lake,Bloomington,PA,32921,PAA01195820
PAA49927171,TC1297-9794,621 Moraga Stravenue,842 Garden Freeway,Saratoga Springs,PA,39272,PAA37787712
PAA57821113,TC4904-4505,Storage Technology Corporation,674 Mount Parkway,High Point,PA,72215,TC4533-4220
PAA74936703,PAA51516705,Arrow Electronics,98 Aztec Lane,Cleveland,PA,04562,PAA74418464
PAA58274740,TC6064-0235,Honest Air Group,1150 Taylor Landing,Grand Rapids,PA,82018,TC4855-0073
PAA56594919,PAA84791299,964 Ward Lodge,1307 Holyoke Landing,Claremont,PA,13411,TC2966-8310
PAA43636973,TC9525-3745,1377 Security Pacific Trace,461 Division Row,Maryville,PA,51272,TC8209-2602
PAA06613069,PAA30487891,Biomet,821 Cedro Pass,Upper Arlington,PA,52169,PAA94263949
PAA03747111,PAA59444918,153 Phelan Court,720 Conwell Manor,Urbana,PA,18331,PAA12070940
PAA37652944,PAA94598169,Ultimate Software,178 Lone Mountain Trail,Livermore,PA,46377,PAA33333903
PAA93657612,PAA69594626,Russell Investment Group,619 Robinson Heights,Calumet City,PA,39392,PAA25095361
PAA03263853,PAA77049847,El Paso Corp.,787 Stanton Gardens,Roanoke Rapids,PA,52340,TC8464-0022
PAA78350771,PAA37775383,Dereon,182 Gilman Terrace,Racine,PA,81820,PAA23527491
PAA28322733,PAA50024439,378 Minna Estate,823 Montecito Row,Lake Zurich,PA,42947,TC7660-3688
PAA90069461,PAA14192392,637 Cesar Chavez On Boulevard,761 Sola Arcade,Biloxi,PA,27260,PAA00826417
PAA34245003,TC1498-2981,954 Laskie Junction,436 Rock Trail,Sammamish,PA,91539,TC8551-9392
PAA55377119,PAA11926208,Eureka,1021 Locksley Shore,Aurora,PA,21004,PAA88882991
PAA42776630,TC8964-5992,Amtrak,1134 Battery Safford Lodge,Valparaiso,PA,77078,PAA08860832
PAA50758238,TC2133-7615,487 De Forest Grove,585 Carmelita Mews,Niagara Falls,PA,85425,TC2339-9874
PAA22834120,TC4380-5096,L.L.Bean,764 Colton Mews,Acworth,PA,39059,TC8317-5123
PAA81812065,TC4462-9384,Bain & Company,1243 Scotia Drive,Moline,PA,09021,PAA37083968
PAA88116082,PAA57830444,1137 Menoher Road,1086 Laussat Parkway,Thomasville,PA,29210,PAA01557001
PAA90003709,TC6084-6464,1279 Theresa Gardens,792 Carver Crescent,New Castle,PA,64010,TC6365-5666
PAA41029119,TC3957-5442,324 Pemberton Run,108 Coronado Extension,Stillwater,PA,58109,TC1704-5910
PAA00547343,PAA47030047,CIGNA,601 Osceola Cove,Forest Park,PA,40820,TC5855-3209
PAA27375523,PAA14862186,Arkeia Software,197 Mckinley Boulevard,Helena,PA,29135,TC1800-5727
PAA76193381,PAA72575893,95 Fernandez Street,125 Battery Safford Park,Yucca Valley,PA,14884,TC2412-3942
PAA66869095,PAA96081288,Megatronic,801 Humboldt Bayou,Elmhurst,PA,37011,TC2182-9055
PAA95114930,TC9665-6417,Bucyrus International,496 Scenic Run,Wenatchee,PA,29274,PAA79887113
PAA67448064,TC3489-1489,Total Yard Management,1124 Elm Square,Ann Arbor,PA,44797,PAA05342870
PAA54114194,PAA19026433,853 Overlook Bend,542 Weldon Lane,Pflugerville,PA,77925,PAA58410072
PAA26154671,PAA45011015,1098 Palou Trail,1150 Nebraska Mall,Roseville,PA,23449,TC7298-7074
PAA84945176,PAA55201817,Monk House Maker,1231 Ewer Court,Doral,PA,52858,PAA19301964
PAA47268958,TC9699-9380,154 Valdez Junction,1121 Southwood Stravenue,Glen Cove,PA,86860,PAA55891360
PAA36031258,TC4900-3576,Hasbro,877 Everson Loop,Minneapolis,PA,99747,TC8551-9072
PAA70537644,TC4802-2181,373 El Mirasol Square,1273 Torrens Glen,Bullhead City,PA,85233,PAA49600620
PAA94642358,PAA92824052,Omni Tech Solutions,955 West Broadway Manor,Stillwater,PA,56003,PAA98114078
PAA67795937,PAA76020250,Complete Tech,440 Precita Creek,Easton,PA,67144,PAA98339641
PAA59252303,TC6368-1121,1278 Dearborn Canyon,1149 Upton Crescent,Seymour,PA,29182,PAA07691062
PAA68126860,TC1911-9697,Dex One,928 Hamilton Landing,Sun Prairie,PA,75527,PAA60066186
PAA14189689,PAA99731198,Quanta Services,874 Baxter Alley,West New York,PA,24862,TC0279-9060
PAA48472598,PAA35830053,Peterbilt,1291 White Boulevard,Temple City,PA,42976,PAA03975327
PAA47187157,TC9097-6791,937 Copper Walk,1157 Essex Manor,Wayne,PA,25628,PAA92770255
PAA08411895,TC4688-9371,General Motors,1297 Bruce Spur,Prattville,PA,60489,PAA40803997
PAA09843197,PAA10997044,28 Rio Field,1288 Lauren Estate,Bountiful,PA,16366,TC4494-0856
PAA97571886,TC7623-4736,1112 August Annex,312 Bartol Circle,Baton Rouge,PA,84021,TC0735-4041
PAA14185887,TC2050-9837,Subway,1150 Washington Bypass,Irving,PA,67823,TC6294-4470
PAA71446757,PAA57979347,1157 Merritt Loop,384 Nordhoff Bayou,Haines City,PA,65993,TC2087-4991
PAA25081444,PAA63837549,321 Redondo Expressway,1293 Diamond Walk,Garfield,PA,23213,TC0916-0542
PAA04778049,TC2387-7909,Avery Dennison,54 Bessie Hill,Charleston,PA,24464,PAA01221097
PAA95952074,TC5122-6808,BMC Software,327 Lois Estate,Calabasas,PA,41348,PAA50316856
PAA58621553,TC4845-7675,699 Trinity Ferry,242 Fair Oaks Trail,Billings,PA,07897,PAA94781455
PAA88795303,TC0147-6561,614 Bannock Pass,159 Reeves Place,Moline,PA,90530,TC5910-2180
PAA71068786,TC7439-2665,298 Cedar Green,1328 Mcnair Plaza,Meridian,PA,84390,PAA87273440
PAA40592664,PAA86367457,Advanced Micro Devices,284 Holly Park Ranch,Visalia,PA,99024,PAA50505687
PAA04192594,TC3034-1531,A+ Electronics,98 Morningside Heights,Santee,PA,77160,TC0193-9838
PAA88006612,PAA76208449,634 Castro Route,381 De Soto Freeway,Leesburg,PA,67882,TC1296-0623
PAA54443931,TC3997-6266,724 Dunnes Highway,169 Cottonwood Junction,Atascadero,PA,90226,TC2497-0320
PAA06293738,TC8916-1303,DTE Energy,568 Pasadena Court,Corona,PA,22094,PAA13544703
PAA86233199,PAA48611305,27 Pershing Alley,1296 Redondo Junction,Cedar Park,PA,08374,PAA36972461
PAA39181712,PAA16753139,Gemini Sound Products,257 Encinal Creek,Hastings,PA,66931,PAA93546564
PAA66254675,PAA19381385,240 Margaret Pine,737 Leidesdorff Boulevard,Thornton,PA,12025,PAA48869873
PAA79468076,PAA74026922,719 Bush Mall,1329 Birchwood Drive,Coeur d'Alene,PA,68814,PAA53128277
PAA06219736,PAA36378548,375 South Gate Drive,822 Burrows Viaduct,Champlin,PA,99560,TC6202-1027
PAA41856469,TC8927-7235,398 Teresita Viaduct,365 Carnelian Spur,Chino Hills,PA,81475,TC8704-8869
PAA02456392,PAA74356672,1036 Landers Alley,831 Seacliff Crescent,Crown Point,PA,79551,TC1636-8710
PAA55812751,TC6168-7397,1096 Canby Expressway,1 Castillo Hills,Warrensburg,PA,86068,TC3977-0612
PAA09680640,PAA53649384,Time Warner Cable,1112 Harvard Alley,White Plains,PA,92865,PAA35094371
PAA38585214,TC6077-3177,Verbatim Corporation,1119 Opalo Point,East Peoria,PA,87171,PAA53441896
PAA12800640,PAA21745997,535 Federal Circle,1019 Malvina Motorway,Longmont,PA,43055,PAA78206532
PAA45138443,PAA07648751,1089 Capistrano Court,1047 Northwood Walk,Dublin,PA,69269,TC6295-5599
PAA11491745,TC6016-2968,Houlihan's,91 Topeka Boulevard,McDonough,PA,90376,PAA52299114
PAA53945997,TC1987-2550,American Electric Power,1217 Kissling Cove,Manitowoc,PA,10367,PAA12813814
PAA62096495,TC3209-1638,73 Cervantes Pine,1123 Stockton Plaza,Green,PA,74111,TC1412-9567
PAA24417425,TC9200-1061,432 Hitchcock Run,325 Green Pike,West St. Paul,PA,60016,TC1583-5436
PAA24169517,PAA78382955,622 Saratoga Crossing,959 Marin Hills,Hercules,PA,06705,PAA11527482
PAA88422603,PAA67950347,1369 Greely Canyon,37 Parsons Arcade,Parma Heights,PA,99937,PAA86266325
PAA76558961,TC8503-5054,Oberweis Dairy,1274 Martha Arcade,Lake in the Hills,PA,17778,PAA25918221
PAA82550894,TC8682-2732,341 Felton Loop,676 Virginia Trail,Belleville,PA,62968,PAA61825736
PAA61595378,TC2941-4469,ExxonMobil,41 Edgewood Cove,Hazel Park,PA,27592,TC7950-4627
PAA32171037,TC2264-0176,Sunny Delight Beverages,953 Roselyn Bend,Rancho Mirage,PA,29011,PAA96823900
PAA21303346,TC6894-5863,828 Young Ranch,937 Elk Ferry,Kettering,PA,53366,TC8438-5816
PAA23808090,TC1448-7817,Superior Appraisals,252 Halibut Park,Terrell,PA,11031,TC4975-8729
PAA40947057,TC5554-0235,Bank of New York Mellon,896 Rosemont Motorway,Anniston,PA,10706,TC7933-1356
PAA72136594,TC0041-3313,240 Elmwood Bend,71 Berwick Avenue,Cleveland Heights,PA,20250,PAA19413277
PAA25727497,TC4581-7335,Gamma Grays,178 Bemis Rapids,Davenport,PA,24397,PAA09867372
PAA31388394,PAA35073446,JL Audio,909 San Marcos Cove,South Euclid,PA,44406,TC8437-4163
PAA33797378,TC1531-1529,Liberty Wealth Planners,871 Frank Norris Motorway,Howard,PA,50124,PAA00166306
PAA45277675,PAA74309653,Hasbro,475 Westwood Lane,San Pablo,PA,31430,PAA81157825
PAA22232873,TC1546-7341,478 Corwin Ranch,163 Stilwell Green,Eustis,PA,85949,TC2444-4644
PAA23606273,TC1936-2082,YRC Worldwide Inc.,946 Merrill Trace,Mukilteo,PA,47507,PAA95888242
PAA79719339,PAA16954224,Exact Solutions,223 San Jacinto Freeway,Coronado,PA,13006,TC9906-8398
PAA19646472,TC8506-3560,Principal Financial Group,679 Dorchester Row,Homewood,PA,71561,TC0216-3181
PAA56718246,PAA76614608,570 Ervine Crossing,71 Ada Viaduct,Cheyenne,PA,12412,PAA13876773
PAA94880181,PAA31862404,Infinite Wealth Planners,699 State Trail,Loma Linda,PA,22705,TC0105-0095
PAA32887321,PAA85759448,Energy East,1052 Hattie Grove,Huntsville,PA,71039,PAA29293891
PAA91379187,TC1639-2572,826 Acorn Extension,96 Sterling Heights,Harrisburg,PA,41666,PAA68710468
PAA81330932,TC1293-3882,970 Whitfield Mews,935 Cottage Route,Rahway,PA,88475,TC9952-3143
PAA39455912,PAA52950884,231 Ledyard Bayou,712 Buena Vista Bend,Rochester Hills,PA,41132,PAA32777653
PAA71167712,PAA91851812,537 Josiah Manor,913 Thornton Heights,St. Louis Park,PA,43263,PAA46718880
PAA69685472,PAA03334031,Netobill,1166 Tucker Cove,Wake Forest,PA,33335,TC0370-4738
PAA55420183,PAA31317654,Magna Architectural Design,1148 Cooper Boulevard,Laramie,PA,80370,TC2297-7136
PAA61255651,PAA88895660,Royal Gas,735 Allston Landing,High Point,PA,10283,TC8624-5967
PAA18754433,TC2362-9790,605 Goethe Spur,661 Alvarado Heights,Normal,PA,49732,PAA55787332
PAA59322651,PAA61200389,121 Castle Bend,219 Welsh Rapids,Cocoa,PA,08270,TC4857-8212
PAA77231655,TC9977-4764,772 Regent Crossing,507 Sonoma Highway,Dearborn Heights,PA,27490,TC7598-0453
PAA15866192,TC4944-6590,Dex One,1256 Battery Wagner Estate,Livonia,PA,24918,TC1443-8250
PAA94277104,PAA60536045,Pinnacle Systems,1222 Fernwood Bridge,Pittsburgh,PA,12336,TC3625-2544
PAA64756554,TC3839-6820,831 Poplar Center,848 Imperial Stravenue,Tallahassee,PA,36074,PAA08096488
PAA22655095,PAA64707728,Target Realty,88 La Salle Parkway,Hollister,PA,27576,TC5514-2363
PAA65636283,PAA08884404,639 Mateo Boulevard,238 Smith Boulevard,Colorado Springs,PA,09612,PAA06576382
PAA69486564,TC6553-7237,963 Dublin Pass,1288 Yerba Buena Stravenue,North Plainfield,PA,78748,TC9583-8007
PAA59229530,PAA65324738,1326 Amatista Field,90 Crestline Mall,St. Clair Shores,PA,72571,PAA16679313
PAA40213546,PAA07783556,Star Merchant Services,1101 Front Trace,Russellville,PA,23297,PAA87272034
PAA04405190,PAA78032476,FreeWave Technologies,644 Williar Mall,San Bruno,PA,69503,TC5897-0959
PAA89245602,TC8184-5246,Edge Garden Services,1315 Jefferson Circle,Southlake,PA,80609,TC1598-8498
PAA66251317,PAA36287896,Monsanto Company,361 Brentwood Crescent,Rancho Cordova,PA,43355,TC5356-2719
PAA16306742,TC5755-3448,1025 Norfolk Glen,1292 Fenton Field,Marion,PA,33718,PAA79554734
PAA66558611,PAA34952798,Copeland's,694 Magellan Run,Taylor,PA,79940,TC2836-0810
PAA02364771,TC4094-6793,Starbucks,1165 Cross Junction,Seaside,PA,15372,TC6446-0050
PAA31499673,PAA41204255,1113 Lulu Garden,329 Edgehill Lodge,Munster,PA,25313,PAA76691518
PAA20359659,TC6101-6619,335 Avenue B Bridge,357 Galewood Canyon,Tempe,PA,80764,TC4763-2627
PAA32118127,TC7071-5040,Stratagee,726 Valmar Spur,Aventura,PA,17962,TC4577-9371
PAA85364998,TC7597-9006,1030 Kobbe Lane,178 Seal Rock Viaduct,Salt Lake City,PA,32822,TC9185-1955
PAA10216854,TC7348-9262,669 Olney Parkway,169 Everson Bypass,Columbus,PA,26463,PAA02128711
PAA18178205,PAA08992876,890 Hare Run,1314 Stanford Parkway,Prairie Village,PA,06288,TC0768-3912
PAA19250663,PAA82690987,873 Nobles Lodge,1195 Elk Road,Daphne,PA,10206,TC5250-9202
PAA44545413,PAA44440455,Castle Realty,1379 Wildwood Pass,Cortland,PA,33166,PAA41158185
PAA31313104,TC1155-1959,137 France Creek,769 Olney Rapids,Odessa,PA,60426,PAA62968444
PAA02525759,TC3006-7574,764 Fairmount Plaza,56 Samoset Pine,Coachella,PA,94930,TC8643-8093
PAA25447034,PAA02644549,488 Vicente Extension,444 Pontiac Pike,Seguin,PA,16753,TC7336-1051
PAA91065447,PAA70975270,UTStarcom,499 Clay Viaduct,Rowlett,PA,29987,PAA86725672
PAA03120348,TC1405-4660,1113 Potrero Bypass,642 Paradise Manor,Cedar City,PA,17730,TC2056-6956
PAA02573536,TC6374-8565,Eli Lilly and Company,1128 Montgomery Route,Lansing,PA,42714,TC9066-6653
PAA74373392,TC2408-5896,Infinite Wealth,849 Security Pacific Expressway,Sevierville,PA,97372,TC4205-6539
PAA29004792,PAA48894775,1068 Ravenwood Pine,17 Harrison Grove,Pekin,PA,10625,PAA45018825
PAA33703397,TC6479-1986,JL Audio,6 Mount Highway,Longmont,PA,90120,TC2134-5819
PAA51745666,TC7854-8620,664 Selma Lane,563 Blanche Garden,Forest Lake,PA,00547,TC7472-5895
PAA88717725,TC1081-1959,Sequoia Voting Systems,889 Watchman Field,Tigard,PA,20326,TC5249-5488
PAA33894817,TC0550-1387,Bebo,375 Sedgewick Drive,Oakland,PA,85695,PAA85745978
PAA81585530,PAA83022792,Vibrant Man,323 Stanyan Lane,Janesville,PA,17217,TC8103-3525
PAA89657231,TC9028-0341,1226 Judah Expressway,1201 Gonzalez Terrace,Bullhead City,PA,51160,PAA55098392
PAA02706394,TC1747-6989,1157 Hampshire Freeway,926 Lick Run,Newburgh,PA,70178,TC3662-2770
PAA03616289,TC5347-3033,Danaher,386 Rey Glen,Alpharetta,PA,40172,PAA96997066
PAA59752169,TC0138-3288,IGT,1075 Wisser Court,Lansing,PA,28762,TC5194-1551
PAA12276840,TC1462-4476,161 Escondido Bend,832 Bayside Manor,Benicia,PA,35788,TC8099-8477
PAA53391197,PAA41222305,Merrymaking,201 Hawes Cove,New Iberia,PA,24177,PAA39416250
PAA76560419,TC9511-8306,Laserfiche,424 Himmelmann Alley,Willmar,PA,56352,PAA23197796
PAA40817564,PAA56864872,Pro Yard Services,136 Dellbrook Ranch,Rapid City,PA,94863,PAA82140486
PAA24327255,TC1205-5910,Yahoo!,679 Maddux Arcade,Dyersburg,PA,68815,TC1947-0310
PAA27353745,PAA59796961,1085 Converse Gardens,828 Elizabeth Place,Texarkana,PA,70865,TC5359-7269
PAA73123385,PAA10294980,940 Ceres Gardens,487 Mississippi Path,Buckeye,PA,91865,TC0125-0469
PAA26399955,TC4139-7268,Frontier Airlines,428 Craut Arcade,Doral,PA,40306,TC3448-1174
PAA13552652,PAA77887010,Abercrombie & Fitch,1109 Belcher Bayou,Vancouver,PA,52769,TC2831-6598
PAA28235498,TC9669-6482,Xilinx,573 Bryant Street,Suisun City,PA,11701,TC1307-6937
PAA73815030,TC3174-5965,306 Granville Green,456 Sandpiper Cove Drive,St. Louis,PA,31325,TC3867-6106
PAA61052451,PAA69075373,321 Coso Alley,1106 Via Ferlinghetti Path,North Olmsted,PA,69938,TC7049-0209
PAA90231697,TC1242-3906,JetBlue Airways,400 Woodacre Garden,Alliance,PA,36123,PAA05857001
PAA48949479,PAA44866674,557 Brighton Street,1101 Thornton Landing,Palm Beach Gardens,PA,06329,TC3921-4280
PAA26012728,TC8229-1767,826 Division Plaza,1174 Huntington Motorway,Butte-Silver Bow,PA,55325,PAA98593864
PAA37917469,TC5336-5850,590 Hampshire Gardens,892 Reservoir Mews,Hudson,PA,59758,PAA33502548
PAA73624994,TC7341-0746,46 Worcester Ferry,599 Clarkson Center,Kenner,PA,63698,TC3187-1497
PAA71893188,TC5885-6805,690 Washington Cove,839 Lurmont Mews,Southlake,PA,34416,PAA92526290
PAA38719381,PAA00753749,817 Oscar Annex,423 Ringold Square,Harvey,PA,90828,TC6656-0007
PAA06771345,PAA63808307,9 Dorcas Circle,417 Fifth Garden,Brighton,PA,67048,TC0667-3282
PAA80712971,TC3574-2099,Archer Daniels Midland,538 Urbano Hills,Salt Lake City,PA,71771,TC8952-2286
PAA37406189,TC1576-1171,Pro Property Maintenance,1214 Thorp Park,Santa Monica,PA,34202,PAA53634410
PAA90036146,TC0608-5196,US Airways,129 Ripley Walk,Arcadia,PA,79140,TC6891-3807
PAA24678074,PAA39151134,Publix,432 Carrizal Viaduct,Fairfax,PA,94902,PAA23417231
PAA43985691,TC1036-1206,Enterasys Networks,723 Stoneybrook Field,Wichita,PA,27815,PAA21867506
PAA30328030,TC7883-0319,1196 Joy Rapids,666 Clearview Avenue,Inver Grove Heights,PA,61548,PAA00361521
PAA64360483,TC1979-7532,Mission Realty,265 Custom House Junction,Manchester,PA,50392,TC6320-1502
PAA65942747,TC2669-9187,Chevron,916 Shawnee Green,Pueblo,PA,64783,TC6240-3661
PAA27587179,PAA73471692,1051 Phelps Parkway,706 Thomas Mellon Junction,Biddeford,PA,83022,PAA38200713
PAA01281549,PAA92879078,World of Fun,1246 Dellbrook Bayou,San Antonio,PA,95708,PAA10149092
PAA86056243,PAA42254288,580 Morris Garden,683 Harvard Bypass,Albert Lea,PA,69277,PAA89647201
PAA83191148,PAA57487251,Stratapro,250 Mckinley Trail,Madison Heights,PA,53198,TC9672-3152
PAA10483935,PAA83758461,THQ,177 South Van Ness Glen,Texas City,PA,70663,TC7734-5333
PAA27716252,TC1547-9135,775 Teddy Plaza,999 Fourth Viaduct,Phenix City,PA,00361,TC0340-2793
PAA01269702,PAA69027036,Libera,347 Cashmere Crossing,Napa,PA,55424,PAA97401277
PAA07047629,PAA76232068,Vaughan & Bushnell Manufacturing,1080 Hunter Grove,Blacksburg,PA,95441,TC0108-8180
PAA72281400,PAA51962797,Integra Investment Service,1241 Dutch Windmill Access Hills,Saratoga,PA,89750,PAA19372745
PAA76254066,PAA16907389,Oreck Corporation,1329 Brompton Bridge,Lorain,PA,22273,PAA43918716
PAA94344249,PAA62526993,Fragrant Flower Lawn Services,239 Arkansas Walk,Reno,PA,83988,TC7467-7658
PAA43939914,TC2026-8914,AES Corporation,576 Charlton Lodge,Davis,PA,72570,TC7905-3771
PAA12655551,TC5490-8283,Monsanto Company,591 Benton Motorway,Montgomery,PA,64931,PAA08025632
PAA47038261,PAA89764751,904 Sickles Highway,533 Powers Spur,Woodland,PA,81590,PAA06613198
PAA54746365,TC9027-6926,781 Ney Hill,1280 Ellert Mews,Moreno Valley,PA,12681,TC4021-3586
PAA26148343,PAA57877544,937 Willard Field,501 Olmstead Cove,Brandon,PA,71380,PAA65742258
PAA53212694,PAA11458480,Seksi Ladi,123 Public Cove,Hanover Park,PA,80314,TC8623-7349
PAA27767054,PAA84865900,Columbia Pictures,1061 Wills Hill,Rock Springs,PA,20561,TC0359-3751
PAA61692842,PAA66860789,730 Sabin Street,1340 Leland Canyon,Whittier,PA,53438,TC1296-2302
PAA14016970,TC4311-0027,831 Desmond Extension,724 Fontinella Ranch,Odessa,PA,96413,PAA48479901
PAA73815466,PAA28796218,54 Birch Drive,851 Sloat Hills,Bonney Lake,PA,82056,TC2387-9244
PAA93883867,PAA43530134,DineEquity,45 Selby Garden,San Juan Capistrano,PA,05722,TC3608-1330
PAA32673848,TC3276-2932,Star Assistance,1344 Thorne Estate,Hollywood,PA,34287,PAA06038982
PAA87025081,TC4999-3819,New World Realty,539 Burrows Green,Sammamish,PA,56285,PAA54486530
PAA48770280,PAA59434854,204 Cumberland Plaza,45 Loomis Lodge,Salinas,PA,42361,TC6837-5056
PAA03953618,TC0206-4066,755 Galindo Grove,825 Marietta Station,Sapulpa,PA,70478,PAA79494984
PAA24025061,TC4861-8919,533 Whitecliff Path,214 San Juan Trail,North Tonawanda,PA,39829,TC8433-0904
PAA69321420,TC2398-3275,1 Mount Vernon Freeway,1227 Ignacio Green,Sachse,PA,59701,TC1766-7357
PAA56521811,TC8103-1969,320 St. Paul Street-Calvert Parkway,363 Escolta Rapids,Winter Haven,PA,39435,PAA29550085
PAA38313191,TC5865-5320,1242 Conwell Bypass,806 Southwood Plaza,Temple,PA,35441,PAA57254310
PAA42647160,PAA35609721,The Fox and Hound,81 Eureka Garden,Euclid,PA,81769,PAA71966426
PAA61674872,PAA28466731,721 Calvert Crescent,196 Watchman Motorway,Bethel Park,PA,34269,TC9100-7520
PAA08118008,PAA49995848,360 Winter Lane,707 Mercury Run,Oak Forest,PA,88089,TC8093-2759
PAA34775094,TC3792-2958,World Airways,1017 Church Drive,Brooklyn Park,PA,46016,PAA06663641
PAA78391414,PAA68205147,420 Terrace Heights,331 Santa Barbara Place,Normal,PA,88569,TC6028-2475
PAA47660697,PAA91783467,Costco,68 Winfield Avenue,Tucson,PA,07476,PAA70941042
PAA89273424,PAA10100557,Qwest,984 Conservatory Access Pike,Camarillo,PA,06192,TC4218-5287
PAA89051085,TC7960-9297,Russell Investment Group,497 Bradford Crescent,Aurora,PA,41151,PAA98242674
