lihtc_project_id,normalized_state_id,latitude,longitude,census_tract,census_tract_2000,county_fips_code,municipality_fips,hud_property_name,property_street_address,city,state,zip_code,units,assisted_units,count_0br,count_1br,count_2br,count_3br,count_4br,federal_id,state_id,lihtc_credit,lihtc_construction_type,lihtc_year_allocated,lihtc_year_in_service,lihtc_amount,fmha_514_loan,fmha_515_loan,fmha_538_loan,scattered_site_ind,geom,geom_webmercator
PAA71559304,PAA70908642,40.357216040912895,-79.83811230431358,42091089241,42076782149,42009,6620686,Discovery Communications,1341 Skyview Route,Clearwater,PA,93524,120,34,97,3,34,99,71,PAA64282828,PAA07316541,30 percent present value,New construction,1996,2009,56617,True,False,True,N,POINT (4492544.739508556 -15435753.39796875),POINT (4492544.739508556 -15435753.39796875)
PAA78998937,TC4452-2228,40.62567940248299,-80.14409150956617,42024763425,42074322044,42003,3191413,1274 Detroit Heights,864 Rossmoor Hills,Seguin,PA,13388,168,384,82,78,23,82,63,PAA25827905,PAA62935053,70 percent present value,New construction,2010,1997,None,False,True,,N,POINT (4522429.944215189 -15631748.047721468),POINT (4522429.944215189 -15631748.047721468)
PAA91947570,TC5801-2802,40.54785445013207,-80.0522656733722,42071878714,42001385454,42005,3044759,1356 Lundys Route,566 Deming Avenue,Freeport,PA,28691,283,156,125,160,86,63,23,PAA33696130,PAA76645949,70 percent present value,New construction,1983,1992,None,False,False,True,N,POINT (4513766.510148474 -15572303.68000405),POINT (4513766.510148474 -15572303.68000405)
PAA68937159,PAA94129587,40.658823160521855,-79.96799497965202,42030745285,42097664630,42003,4784214,Fisker Automotive,262 Cooper Bridge,Hammond,PA,75654,295,470,335,22,2,5,2,PAA65818610,PAA92845172,Both,Acquisition and Rehab,2017,1999,None,False,True,True,N,POINT (4526119.490483051 -15518226.278368626),POINT (4526119.490483051 -15518226.278368626)
PAA94626303,TC1672-1279,40.672965326314355,-80.0319090392651,42048249284,42090819877,42008,2499443,73 Colin Rapids,1188 Casitas Bypass,Delaware,PA,49632,158,540,363,113,69,64,61,PAA25138305,PAA42868877,30 percent present value,Acquisition and Rehab,1996,2016,47638,False,,False,Y,POINT (4527693.789177786 -15559199.186738579),POINT (4527693.789177786 -15559199.186738579)
PAA33293370,TC0751-7111,40.58597371001902,-80.11422995493201,42096549665,42005231818,42009,8420082,Platinum Interior Design,399 Armory Gardens,Marana,PA,18919,450,129,100,113,74,21,36,PAA52938017,PAA35173953,None,New construction,1996,2005,19765,,,,Y,POINT (4518009.926748505 -15612356.925602252),POINT (4518009.926748505 -15612356.925602252)
PAA49963327,TC4084-1080,40.53948580492511,-79.96038227625542,42001768537,42029974412,42009,5869858,Verizon Wireless,89 Storrie Glen,Auburn,PA,27736,54,521,219,60,17,23,36,PAA49395712,TC2425-9885,None,Acquisition and Rehab,1995,2015,None,True,,,Y,POINT (4512834.916825405 -15513363.289518517),POINT (4512834.916825405 -15513363.289518517)
PAA86613104,TC7864-0020,40.37912821960023,-79.8328184509145,42047051047,42090138042,42009,7998326,DiC Entertainment,782 Kenneth Rexroth Highway,Jefferson City,PA,36684,303,524,251,105,12,32,14,PAA55607487,PAA16862434,None,Acquisition and Rehab,2013,1984,65019,False,True,False,Y,POINT (4494983.992082201 -15432414.072834067),POINT (4494983.992082201 -15432414.072834067)
PAA42253236,TC8522-1401,40.505595772735795,-80.00920833867151,42025590541,42031947453,42002,0978414,Netcore,49 Paramount Square,New Brunswick,PA,96026,579,584,355,180,19,98,71,PAA39314283,PAA03235005,None,Acquisition and Rehab,2023,2010,None,False,True,,N,POINT (4509062.295699123 -15544616.917094113),POINT (4509062.295699123 -15544616.917094113)
PAA26449992,TC9311-6325,40.36025315839313,-79.9821338608044,42094542088,42038308310,42003,3032528,Tully's Coffee,164 Beckett Grove,Moraga,PA,55988,6,511,76,40,23,21,68,PAA66570851,PAA03779506,30 percent present value,Acquisition and Rehab,1986,1991,None,False,,False,Y,POINT (4492882.829879934 -15527267.883540152),POINT (4492882.829879934 -15527267.883540152)
PAA78628311,PAA15627202,40.32682656897568,-80.142048906416,42018105050,42064119418,42009,4117298,Columbia Pictures,247 Grace Manor,Bremerton,PA,35174,543,594,307,29,31,19,24,PAA08516856,PAA63212534,70 percent present value,Acquisition and Rehab,2014,1984,96580,False,True,,Y,POINT (4489161.798967029 -15630419.795498626),POINT (4489161.798967029 -15630419.795498626)
PAA73397977,TC7564-2122,40.64612531263456,-79.81390210137528,42097933408,42001823809,42004,3489570,906 Hill Gardens,42 Waldo Glen,Miami,PA,28449,193,257,102,23,25,66,51,PAA48661603,PAA59119106,Both,New construction,1983,1994,None,True,,,Y,POINT (4524705.972522067 -15420495.814868055),POINT (4524705.972522067 -15420495.814868055)
PAA92044884,TC4642-1746,40.38564395613968,-79.99288631745613,42059844273,42005234027,42002,3317801,Control Data Corporation,489 Bonnie Brae Run,Spanish Fork,PA,51070,488,498,362,187,85,27,3,PAA94659097,TC8951-6638,30 percent present value,Acquisition and Rehab,1991,1990,None,False,True,,Y,POINT (4495709.320555916 -15534152.379572384),POINT (4495709.320555916 -15534152.379572384)
PAA90541762,TC9238-9497,40.4381042275503,-79.99447587374932,42047556772,42099848844,42004,0005537,Quality Merchant Services,520 Thornburg Crescent,Beavercreek,PA,45092,243,257,294,144,35,44,66,PAA09875802,TC6173-2061,Both,New construction,2022,2008,None,,True,True,N,POINT (4501549.171256223 -15535170.748988422),POINT (4501549.171256223 -15535170.748988422)
PAA17729829,PAA17673499,40.290579924910105,-79.90963117439556,42068655756,42089189001,42006,8276333,101 Boardman Trace,1066 Exposition Hill,Benicia,PA,07704,35,159,106,135,81,26,35,PAA80578349,TC1606-1991,70 percent present value,New construction,2016,2021,None,True,True,True,Y,POINT (4485126.841006683 -15481036.49103516),POINT (4485126.841006683 -15481036.49103516)
PAA42893254,TC6890-5356,40.46986807187817,-80.26993225057568,42038755938,42023116727,42000,7972282,843 School Annex,117 Fern Motorway,Glendora,PA,97660,441,204,213,45,15,3,24,PAA49813120,TC4858-2048,70 percent present value,Acquisition and Rehab,2005,1985,None,False,,False,Y,POINT (4505085.106232438 -15714109.205796687),POINT (4505085.106232438 -15714109.205796687)
PAA00461749,PAA24802272,40.48607667856981,-79.80651943282575,42086041879,42076160714,42009,4874127,157 Commonwealth Green,528 Byron Mall,Derby,PA,34602,569,269,59,96,6,21,9,PAA30005883,PAA63667394,None,New construction,1980,1996,18885,,,,N,POINT (4506889.440075819 -15415850.300235262),POINT (4506889.440075819 -15415850.300235262)
PAA44686343,TC6423-5135,40.444599076097376,-80.27187997819394,42061276031,42043359830,42001,0117483,Walmart,1078 Halyburton Park,Calexico,PA,41809,681,273,148,107,12,14,61,PAA25265640,TC4839-9197,None,New construction,2007,1983,None,True,True,False,Y,POINT (4502272.1744892625 -15715392.24146931),POINT (4502272.1744892625 -15715392.24146931)
PAA13249193,PAA81012573,40.23323518750252,-79.8152159860831,42028349289,42083055858,42006,5761155,One-Up Realtors,931 Banbury Landing,Southfield,PA,86373,272,203,174,68,58,95,38,PAA77666143,TC6321-2663,30 percent present value,Acquisition and Rehab,2023,1988,None,True,True,True,N,POINT (4478743.254038798 -15421322.920749556),POINT (4478743.254038798 -15421322.920749556)
PAA08690664,TC9884-9836,40.256602223405,-79.84860611480865,42074676046,42004274350,42003,9128063,Happy Family,464 Pemberton Route,Kingston,PA,96748,416,182,93,84,96,1,43,PAA39615138,TC8700-2043,70 percent present value,New construction,1991,2015,None,,False,True,Y,POINT (4481344.460576809 -15442377.910163386),POINT (4481344.460576809 -15442377.910163386)
PAA91348695,PAA14509392,40.52807911849804,-79.75036702918857,42017466431,42020009407,42002,0169125,B/E Aerospace,79 Tunnel Gardens,San Jose,PA,92182,304,227,227,92,99,79,29,PAA22735353,TC5117-9388,None,Acquisition and Rehab,2008,1992,None,False,False,True,N,POINT (4511565.130300706 -15380625.189771693),POINT (4511565.130300706 -15380625.189771693)
PAA62636223,PAA53219722,40.460198264603804,-80.14995266983297,42087411431,42099794086,42009,0537466,Mission You,504 Kenwood Cove,Camarillo,PA,97869,610,107,85,57,3,51,53,PAA91420142,PAA90430661,30 percent present value,New construction,1995,1993,None,,,True,Y,POINT (4504008.6682105865 -15635560.922963593),POINT (4504008.6682105865 -15635560.922963593)
PAA07678339,PAA87780149,40.230125685138056,-79.9156187131168,42080662264,42094053033,42003,5555456,General Electric,920 Stern Grove Expressway,Manhattan,PA,65875,623,91,104,2,31,94,40,PAA09716050,TC8399-5869,30 percent present value,Acquisition and Rehab,2019,2017,42657,True,,False,Y,POINT (4478397.105818965 -15484841.97537093),POINT (4478397.105818965 -15484841.97537093)
PAA58149582,PAA95571237,40.56691883627711,-79.8577803145372,42083542877,42066028941,42000,7110372,Spectrum Brands,865 Sagamore Glen,West Jordan,PA,66242,6,503,149,115,21,60,21,PAA06301894,PAA29780224,70 percent present value,Acquisition and Rehab,2012,1991,None,False,,False,N,POINT (4515888.747906426 -15448174.934976857),POINT (4515888.747906426 -15448174.934976857)
PAA63408822,PAA73310409,40.5235833569942,-80.13110557845008,42098769766,42022311073,42003,2440061,1268 Sedgewick Ferry,330 Dwight Heights,Tigard,PA,80152,231,401,383,139,20,8,75,PAA92974539,PAA43019204,Both,New construction,2023,2014,95738,True,False,True,Y,POINT (4511064.664419371 -15623308.268617913),POINT (4511064.664419371 -15623308.268617913)
PAA43489530,PAA80785136,40.475766258167226,-80.33914870069312,42048488120,42080979847,42004,8967486,1299 Nancy Pelosi Crescent,228 State Drive,Azusa,PA,02495,114,417,113,60,93,59,34,PAA82464488,TC0691-4049,30 percent present value,New construction,1991,2021,38160,,False,False,Y,POINT (4505741.68932674 -15759861.326470036),POINT (4505741.68932674 -15759861.326470036)
PAA75837363,PAA39917143,40.57816657240543,-79.81674954598316,42079552871,42089892810,42001,9753974,"Aaron's, Inc.",37 Samoset Motorway,Glendale,PA,00109,579,392,99,52,34,8,6,PAA21989388,PAA75125217,30 percent present value,New construction,1995,2011,None,False,True,True,N,POINT (4517140.840164808 -15422288.448286716),POINT (4517140.840164808 -15422288.448286716)
PAA25210797,PAA50679021,40.368695710822536,-79.90218706702896,42005341658,42082296935,42008,8176434,Rockwell Automation,1028 Aptos Drive,Carrollton,PA,59165,28,473,237,80,96,86,21,PAA33265258,PAA12803083,30 percent present value,Acquisition and Rehab,1996,1990,68166,,False,False,N,POINT (4493822.6505173715 -15476308.374289237),POINT (4493822.6505173715 -15476308.374289237)
PAA18005725,PAA59673926,40.38142425574002,-79.96970134328525,42066205522,42012609492,42001,9437171,BNSF Railway,983 Kempton Lake,Louisville,PA,65629,325,590,53,134,61,48,5,PAA69196131,PAA40318205,Both,New construction,1993,1993,89733,False,False,True,N,POINT (4495239.585656125 -15519316.80318087),POINT (4495239.585656125 -15519316.80318087)
PAA45490260,TC0214-0192,40.324925250298634,-79.86948708026064,42030948433,42059875352,42005,7697637,92 Lisbon Viaduct,1117 Mission Bay Extension,Detroit,PA,00515,303,544,110,81,62,74,45,PAA02502593,PAA01528256,Both,New construction,2020,2012,84368,True,True,,N,POINT (4488950.145140064 -15455579.786071233),POINT (4488950.145140064 -15455579.786071233)
PAA92982781,PAA24471362,40.58440215159064,-80.09924229094248,42011322908,42052446870,42005,5027191,Warner Bros. Entertainment,717 Brumiss Avenue,Eau Claire,PA,62714,68,405,259,159,42,96,73,PAA54580149,TC4357-3196,30 percent present value,New construction,2011,1985,37551,True,False,,N,POINT (4517834.981664506 -15602646.270992829),POINT (4517834.981664506 -15602646.270992829)
PAA40125263,TC8590-9818,40.30347207927464,-80.08853688420001,42058807653,42089399629,42008,8484837,Control Data Corporation,539 Turquoise Loop,Ruston,PA,38280,475,203,380,198,27,65,74,PAA01906510,PAA16224120,30 percent present value,Acquisition and Rehab,2006,2010,None,False,False,False,Y,POINT (4486561.989065772 -15595719.03888927),POINT (4486561.989065772 -15595719.03888927)
PAA87994712,TC5725-4786,40.36912618744048,-80.13386572475723,42064328934,42007175417,42007,2979104,International Paper,838 Tulip Mall,San Gabriel,PA,01848,612,595,225,28,5,35,74,PAA80353515,TC6127-9035,30 percent present value,Acquisition and Rehab,1999,2001,None,True,False,False,Y,POINT (4493870.570955279 -15625101.214444423),POINT (4493870.570955279 -15625101.214444423)
PAA54088926,PAA67978963,40.54028019797551,-79.78048616387072,42096768942,42035762206,42000,8623363,Arryx,166 Rosella Alley,San Gabriel,PA,65228,395,284,287,28,62,50,22,PAA81067357,TC5550-6009,30 percent present value,Acquisition and Rehab,2000,1995,None,,,,N,POINT (4512923.3482552655 -15399495.494418677),POINT (4512923.3482552655 -15399495.494418677)
PAA54797530,TC1464-9218,40.63502656607241,-80.11871340652594,42018376888,42037425222,42008,2622402,720 Lamson Run,414 Ahern Estate,Fort Smith,PA,30793,384,566,153,34,45,70,64,PAA47089905,PAA69663825,70 percent present value,Acquisition and Rehab,2005,1984,95483,,False,,Y,POINT (4523470.465706324 -15615264.630295707),POINT (4523470.465706324 -15615264.630295707)
PAA30612561,PAA64832241,40.46063450980592,-80.13499757391331,42008427790,42085897005,42001,8354255,Infor,536 Simonds Lake,Stevens Point,PA,92372,676,570,34,10,9,47,10,PAA75933809,PAA79981073,70 percent present value,New construction,2011,1988,None,False,False,False,N,POINT (4504057.230804347 -15625836.588699961),POINT (4504057.230804347 -15625836.588699961)
PAA27935508,TC0128-2193,40.445968661055545,-79.76680667607556,42030884169,42065964947,42000,9310525,465 West Halleck Creek,924 Fitzgerald Extension,Hazleton,PA,71928,105,231,308,136,35,88,22,PAA62973982,TC1284-7490,30 percent present value,New construction,1986,2012,69575,False,True,,Y,POINT (4502424.635989404 -15390918.18189434),POINT (4502424.635989404 -15390918.18189434)
PAA76579193,TC8755-3704,40.54830340319905,-79.9733588839856,42095124731,42088161659,42008,4337988,415 Octavia Road,36 Jose Sarria Place,Moraga,PA,44872,65,443,52,102,10,2,52,PAA23468845,PAA32577858,Both,New construction,2016,1985,None,,True,False,Y,POINT (4513816.48737528 -15521654.93007225),POINT (4513816.48737528 -15521654.93007225)
PAA80673659,TC3937-4650,40.64067880911296,-79.80253994500107,42007209306,42040892727,42009,7106995,762 Marlin Junction,838 Bryn Mahr Motorway,Oakley,PA,43993,314,536,9,193,37,23,58,PAA74346437,TC3459-0041,30 percent present value,New construction,2012,2010,58794,False,,True,N,POINT (4524099.670523439 -15413347.604093688),POINT (4524099.670523439 -15413347.604093688)
PAA94401284,PAA03543740,40.43958113440706,-79.86730486073755,42079348939,42001588886,42004,7289827,352 Peter Yorke Highway,1271 Richardson Pine,Bixby,PA,30224,337,148,184,166,46,36,12,PAA96730466,PAA60901055,70 percent present value,New construction,1984,2015,86347,False,False,True,N,POINT (4501713.579775466 -15454198.830366137),POINT (4501713.579775466 -15454198.830366137)
PAA53170849,PAA56925065,40.665026416344915,-80.14986121190314,42009928886,42050462162,42006,9533309,QuickTrip,202 Edgehill Walk,Tampa,PA,26641,456,311,19,121,62,80,73,PAA22147071,TC0994-8315,30 percent present value,New construction,2012,2012,None,False,False,True,N,POINT (4526810.033762534 -15635501.409356643),POINT (4526810.033762534 -15635501.409356643)
PAA03517357,TC8953-8101,40.57153225846227,-80.17919627887356,42069180239,42035568207,42007,5471251,460 Loehr Place,198 Santa Ana Landing,Mission Viejo,PA,23933,691,368,84,2,71,90,9,PAA35541658,PAA34587711,None,Acquisition and Rehab,2021,1986,None,,False,True,Y,POINT (4516402.311714892 -15654618.469701003),POINT (4516402.311714892 -15654618.469701003)
PAA61933343,TC6778-1925,40.440829891389704,-79.97774097983623,42078708350,42035500148,42005,3450439,1296 Carnelian Hill,763 Torrens Bridge,Goldsboro,PA,82859,361,260,220,70,78,68,39,PAA57932575,PAA62435240,None,Acquisition and Rehab,1991,2004,29911,True,,,N,POINT (4501852.590766898 -15524457.349408813),POINT (4501852.590766898 -15524457.349408813)
PAA40747402,TC2054-5408,40.45074414708147,-80.26516902455147,42080406594,42099489222,42006,7014837,Seattle's Best Coffee,342 Alpha Bayou,Bossier City,PA,18301,482,262,344,124,63,95,74,PAA06122652,PAA15674774,Both,Acquisition and Rehab,2005,1983,None,,False,False,Y,POINT (4502956.240662101 -15710972.575085532),POINT (4502956.240662101 -15710972.575085532)
PAA19267373,PAA25918279,40.54181411301331,-79.96809072635143,42005948649,42065938480,42007,0945179,Eden Lawn Service,1388 Gordon Stravenue,Laconia,PA,48987,352,379,359,18,87,9,31,PAA16686109,PAA06704482,None,New construction,2008,2023,None,False,,False,Y,POINT (4513094.102896193 -15518287.464538539),POINT (4513094.102896193 -15518287.464538539)
PAA85797661,TC2654-8154,40.47915844643728,-79.9879458879727,42008712360,42003920478,42008,1516809,Tempur-Pedic,98 Burke Bridge,Blythe,PA,35846,265,498,114,197,42,93,74,PAA88076049,PAA45825415,30 percent present value,New construction,1997,1989,None,,,,Y,POINT (4506119.305997637 -15530988.252565708),POINT (4506119.305997637 -15530988.252565708)
PAA35304468,TC6370-3904,40.49679594875508,-80.1416493509647,42041280040,42048195913,42003,9514729,Limited Brands,794 Alert Court,Big Spring,PA,65690,561,203,322,200,68,58,57,PAA05100165,PAA98146953,70 percent present value,Acquisition and Rehab,2011,2010,None,,,False,N,POINT (4508082.703774519 -15630160.006744312),POINT (4508082.703774519 -15630160.006744312)
PAA53386984,TC5549-9401,40.5236609867212,-79.77594383317442,42079957799,42044483152,42002,6477400,778 Meacham Glen,424 Keyes Circle,Neenah,PA,43451,55,492,341,185,42,19,21,PAA32073631,TC6774-7119,70 percent present value,Acquisition and Rehab,2004,2011,None,,False,True,N,POINT (4511073.306121049 -15396646.103156365),POINT (4511073.306121049 -15396646.103156365)
PAA32939782,TC5344-7552,40.65015739411394,-79.73390201433371,42071920154,42094862035,42006,5736222,324 Tennessee Ferry,52 Marion Spur,Hesperia,PA,92739,19,457,390,199,54,72,10,PAA32218885,PAA48415802,Both,New construction,2020,2018,25008,True,False,False,Y,POINT (4525154.821779189 -15370332.6720992),POINT (4525154.821779189 -15370332.6720992)
PAA24157054,PAA42394901,40.409097746639084,-80.10552828412982,42054415121,42064117739,42002,2746660,AGL Resources,85 R Ferry,Milwaukie,PA,86323,660,118,188,17,31,77,70,PAA74451246,PAA60346004,Both,New construction,1991,2005,51065,,False,,N,POINT (4498320.184571481 -15606717.254552694),POINT (4498320.184571481 -15606717.254552694)
PAA45656445,TC5807-4048,40.34968669501522,-80.10568126594742,42020972833,42001581785,42002,4379559,Activision Blizzard,475 Mansell Glen,Miramar,PA,15515,619,395,371,118,66,78,60,PAA44309270,TC7967-6327,Both,New construction,2000,2014,36190,,False,True,Y,POINT (4491706.57655722 -15606816.361734482),POINT (4491706.57655722 -15606816.361734482)
PAA72777757,PAA72011518,40.51086590334557,-80.05063842609734,42041269019,42000672008,42009,5358283,47 Teddy Center,737 Bayview Pine,Ontario,PA,41892,357,146,155,8,86,73,73,PAA44287047,PAA95194856,30 percent present value,Acquisition and Rehab,2012,2023,12289,,,True,Y,POINT (4509648.963955018 -15571255.171008764),POINT (4509648.963955018 -15571255.171008764)
PAA06011042,PAA57035625,40.398332467752326,-80.24989352284008,42006079099,42086337044,42002,8679400,First Choice Garden Maintenance,9 Old Chinatown Glen,Indio,PA,51315,679,555,78,62,5,96,8,PAA95942181,PAA76964632,70 percent present value,New construction,1986,1985,13824,False,,,Y,POINT (4497121.79920756 -15700923.751858618),POINT (4497121.79920756 -15700923.751858618)
PAA61928739,PAA73369483,40.316554501865454,-79.853835815998,42096942395,42018052639,42005,7530043,Balanced Fortune,39 Continuum Estate,Mountain View,PA,18734,554,84,388,48,31,15,11,PAA88908966,PAA28243681,None,Acquisition and Rehab,1995,1997,69670,,True,True,N,POINT (4488018.317686924 -15445681.836090676),POINT (4488018.317686924 -15445681.836090676)
PAA01971269,PAA63055298,40.568479515519115,-80.13737758760622,42080691654,42040720268,42006,0911350,Kenexa Corporation,1175 Mount Hill,Dothan,PA,88800,681,156,276,175,36,6,22,PAA67585920,PAA52066251,70 percent present value,Acquisition and Rehab,1996,2017,None,False,,True,N,POINT (4516062.481924938 -15627383.181084806),POINT (4516062.481924938 -15627383.181084806)
PAA41560221,PAA33834557,40.46434220095002,-80.25091401783203,42095629806,42065741523,42000,6046979,317 Davenport Parkway,1095 Clearview Alley,St. Charles,PA,58015,558,358,199,20,47,35,15,PAA89744220,TC5169-1544,30 percent present value,Acquisition and Rehab,2020,2017,54334,,True,,Y,POINT (4504469.969094527 -15701594.587258551),POINT (4504469.969094527 -15701594.587258551)
PAA01969778,PAA82385130,40.62568688971356,-79.87060776700977,42092746853,42090179904,42009,6514848,Matrix Architectural Service,341 Nimitz Viaduct,Santa Maria,PA,06833,32,573,260,152,72,50,25,PAA66278925,PAA68209399,Both,Acquisition and Rehab,1980,2006,None,True,False,False,Y,POINT (4522430.777689884 -15456289.09528935),POINT (4522430.777689884 -15456289.09528935)
PAA80848643,PAA46634198,40.66448532710289,-80.02074414829862,42026265095,42004555793,42007,9657373,89 Butte Walk,733 Church Access Pass,Flower Mound,PA,03535,624,71,308,199,17,34,46,PAA75751711,TC6993-5578,Both,Acquisition and Rehab,1996,2013,None,,,False,Y,POINT (4526749.799983638 -15552023.082281353),POINT (4526749.799983638 -15552023.082281353)
PAA93850918,PAA56481827,40.50408481417632,-79.92816805388736,42049163956,42056966003,42000,4373819,526 Winn Run,153 Lois Station,Victorville,PA,07464,497,384,215,104,4,61,22,PAA76410383,PAA88219161,Both,Acquisition and Rehab,1993,2015,None,True,False,False,N,POINT (4508894.096561673 -15492825.187138716),POINT (4508894.096561673 -15492825.187138716)
PAA40882202,PAA68545383,40.64086097570008,-79.72805869661372,42088590477,42009833208,42007,5594913,411 Meade Bayou,873 Roselyn Court,Oxford,PA,94442,221,369,387,31,12,96,31,PAA35612805,TC8156-0381,30 percent present value,New construction,2020,2000,None,False,,True,Y,POINT (4524119.949215156 -15366683.855892027),POINT (4524119.949215156 -15366683.855892027)
PAA25884956,TC0701-8335,40.41410414009121,-80.14052190023693,42002599527,42096761180,42002,7150723,817 Hickory Bridge,298 Hotaling Street,Wheaton,PA,38570,297,493,26,114,50,42,60,PAA93931521,PAA02209674,30 percent present value,Acquisition and Rehab,1989,1991,79615,,,True,N,POINT (4498877.493741283 -15629427.000697775),POINT (4498877.493741283 -15629427.000697775)
PAA30126252,PAA03102793,40.48130968838454,-80.18493711138856,42008119554,42064385025,42008,8454302,682 Santa Ana Hill,695 San Aleso Drive,Sheboygan,PA,42889,59,503,343,158,57,32,27,PAA49973499,TC8986-4902,70 percent present value,New construction,2020,1994,35701,,True,,Y,POINT (4506358.781155779 -15658366.266853271),POINT (4506358.781155779 -15658366.266853271)
PAA90092358,TC5357-1041,40.328099260286244,-79.9317321447352,42061440929,42007270960,42000,3976017,"Dell, Inc.",952 Bay Bend,Monterey Park,PA,37153,177,155,122,48,54,22,12,PAA31208714,PAA29871238,Both,New construction,1981,2006,57395,,False,False,Y,POINT (4489303.474315657 -15495094.263914598),POINT (4489303.474315657 -15495094.263914598)
PAA67635565,TC1803-8288,40.549041411377786,-79.97938778111745,42020271886,42063970708,42002,2932802,Sony Pictures Entertainment,1336 Marvel Stravenue,Geneva,PA,35360,693,356,113,68,63,79,6,PAA41380221,TC9170-9709,Both,Acquisition and Rehab,2001,2016,None,,,,Y,POINT (4513898.642069938 -15525510.818309935),POINT (4513898.642069938 -15525510.818309935)
PAA65499409,TC7303-2158,40.4113755219654,-79.89853718608278,42054039736,42008817664,42002,4767394,401 Lawrence Pass,817 Battery Place,Washington,PA,59393,153,178,162,195,50,3,18,PAA85864735,PAA42404010,Both,Acquisition and Rehab,2005,2000,None,,,True,N,POINT (4498573.745360948 -15473991.41645587),POINT (4498573.745360948 -15473991.41645587)
PAA05470862,PAA06113215,40.34215436166331,-79.80994646875618,42092063647,42040847588,42007,9543107,Belkin,713 Child Row,Garner,PA,28748,81,523,260,3,87,13,66,PAA41813849,PAA82815593,None,New construction,2001,2008,49573,,True,,N,POINT (4490868.081044001 -15418006.33474379),POINT (4490868.081044001 -15418006.33474379)
PAA48526001,TC7425-6482,40.64253454669472,-79.71437135223827,42053365826,42015731951,42005,3723993,1314 Sutro Heights Shore,1223 Day Avenue,Denison,PA,58554,660,185,273,164,34,68,20,PAA36319084,TC6519-7922,30 percent present value,Acquisition and Rehab,2019,2001,3556,True,,,Y,POINT (4524306.250286086 -15358144.927507045),POINT (4524306.250286086 -15358144.927507045)
PAA07710917,PAA70588446,40.53228926035598,-79.99629297728458,42077804014,42068476705,42004,2728288,789 North Trail,522 Germania Rapids,Angleton,PA,24543,506,101,143,144,13,2,74,PAA33007791,PAA95142947,None,New construction,2010,1982,36161,True,,True,N,POINT (4512033.801148498 -15536335.095616918),POINT (4512033.801148498 -15536335.095616918)
PAA33338297,PAA24980238,40.3778079758709,-79.92073568149105,42098947892,42020627243,42009,4287684,386 Catherine Landing,1052 Elim Manor,Cape Coral,PA,46523,273,506,331,180,92,73,39,PAA97567260,PAA50004969,70 percent present value,Acquisition and Rehab,2016,2014,None,,,False,N,POINT (4494837.023222529 -15488095.926059706),POINT (4494837.023222529 -15488095.926059706)
PAA98668248,PAA58257189,40.56075469190013,-80.12424172648642,42089133937,42080497391,42008,5490888,653 Dutch Windmill Access Drive,1216 Santa Barbara Ranch,Eureka,PA,92967,171,214,250,21,25,79,27,PAA92198105,PAA52026646,Both,Acquisition and Rehab,1983,2014,66269,,True,True,N,POINT (4515202.558493204 -15618851.774383556),POINT (4515202.558493204 -15618851.774383556)
PAA33857012,TC2921-2095,40.28522397363145,-79.9463054525396,42086078223,42017401658,42005,4556747,826 Berwick Court,1208 Downey Lodge,Asheboro,PA,37210,173,402,178,96,96,70,57,PAA07392489,TC8971-8324,30 percent present value,Acquisition and Rehab,1997,2003,11124,False,False,False,Y,POINT (4484530.619237631 -15504380.63182198),POINT (4484530.619237631 -15504380.63182198)
PAA40645559,TC6535-3145,40.49252127210051,-80.20282591723324,42017275161,42022060603,42002,2854443,1239 English Field,535 Crestmont Trail,Suffolk,PA,71692,172,293,203,26,59,7,30,PAA87632911,PAA27208657,None,Acquisition and Rehab,2021,1983,None,True,True,False,N,POINT (4507606.848946027 -15670058.581044162),POINT (4507606.848946027 -15670058.581044162)
PAA20376149,PAA17446007,40.36161879309357,-80.02299952943115,42085560647,42043335782,42000,5760447,Gemini Sound Products,926 Lick Expressway,Lindenhurst,PA,04596,476,419,315,170,82,7,4,PAA25192821,PAA44696906,30 percent present value,New construction,1992,1989,None,True,,False,Y,POINT (4493034.8516393965 -15553472.061624192),POINT (4493034.8516393965 -15553472.061624192)
PAA91549091,PAA29062063,40.46195370434057,-80.30108286212361,42092059536,42007853803,42000,2594652,5 San Benito Crossing,493 West View Green,Cicero,PA,58889,182,195,400,100,8,67,60,PAA38367920,TC5130-0822,Both,Acquisition and Rehab,1997,1985,59452,True,True,True,Y,POINT (4504204.082868202 -15734659.756418552),POINT (4504204.082868202 -15734659.756418552)
PAA08922046,PAA11502312,40.29770406322544,-79.95167870063273,42078967246,42079800382,42000,6215410,First Hawaiian Bank,1192 States Glen,Colton,PA,99525,185,79,186,23,39,94,28,PAA69960881,PAA25546887,None,New construction,2009,2021,None,True,True,False,Y,POINT (4485919.896456287 -15507807.921919845),POINT (4485919.896456287 -15507807.921919845)
PAA34915529,TC5673-3294,40.283801573159,-79.93106337392464,42063878661,42076148455,42007,2533872,740 Kirkwood Cove,386 Brewster Junction,Casper,PA,12196,138,418,167,13,8,67,5,PAA19736833,TC4261-4932,70 percent present value,Acquisition and Rehab,1995,2009,52901,True,False,,Y,POINT (4484372.278341333 -15494668.430708416),POINT (4484372.278341333 -15494668.430708416)
