development_code,longitude,latitude,geocoding_accuracy,county_fips_code,census_tract,municipality_fips,municipality_name,hud_property_name,property_street_address,city,state,zip_code,units,owner_organization_name,participant_code,formal_participant_name,project_name,total_dwelling_units,acc_units,total_occupied,regular_vacant,pha_total_units,percent_occupied,people_per_unit,people_total,rent_per_month,median_inc_amnt,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_lt80_median,pct_lt50_median,pct_lt30_median,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tminority,tpoverty,tpct_ownsfd,chldrn_mbr_cnt,eldly_prcnt,pct_disabled_lt62_all,national_building_id,geom,geom_webmercator
PA00286390,-80.19520238798516,40.445962955725335,T,42003,42008882327,800532744,Aleppo,132 Emerald Viaduct,97 Northridge Motorway,Victoria,PA,28464,293,Housing Authority of Elizabeth,PA003,Kraft Foods,Gladstone,122,47,473,21,1730,68,2.67,1479,409,204754,2771,7148,12.9993714616,68.1474649316,11.4128140573,6.5957365529,18.1631841915,99.4446537364,97.5967897446,95.2997060696,8.900762707,39.8690068996,19.4075654701,19.6143277628,69.5118786703,67.4456509629,46.0301950414,30,4.8715698209,8.1196961295,8143770000,POINT (4502424.000874951 -15665073.178277144),POINT (4502424.000874951 -15665073.178277144)
PA00161632,-79.70512821621942,40.47540601120274,4,42003,42079337647,800032880,Blawnox,Arbitron,1330 Sagamore Ranch,Elizabethtown,PA,13968,445,Housing Authority of Lincoln,PA001,Albertsons LLC,Koret,284,259,470,29,1141,75,1.06,1303,446,137957,6026,5293,36.0804645635,1.8456788239,18.4332958003,10.1277174995,39.7701732716,99.177134575,90.4384248662,80.2011479985,30.2555078462,88.6107521081,47.052267776,11.7248380215,51.457786936,15.1148214068,86.5584153568,11,47.1256781242,25.1299008885,5970590000,POINT (4505701.586818093 -15352384.900190672),POINT (4505701.586818093 -15352384.900190672)
PA00088876,-79.92005474106237,40.57678249489364,R,42003,42001128373,800850836,Indiana,Delphi,542 Farnsworth Crescent,Moreno Valley,PA,71424,310,Housing Authority of Neville,PA006,Amtrak,Bonita,167,485,63,46,2840,0,3.09,799,243,245164,5576,6579,15.6653637471,56.2260614431,22.4843373236,7.8130351843,41.7312738819,91.736467633,82.3306143216,79.3273964044,76.6261213914,56.3870285761,16.0513400747,45.9339005155,22.1757062373,77.7586498241,50.6581933493,1,37.2699997755,14.602866738,7279450000,POINT (4516986.765360977 -15487662.812368026),POINT (4516986.765360977 -15487662.812368026)
PA00198520,-79.90986905628908,40.386938060275966,T,42003,42018383967,800717769,Liberty,299 Decatur Ferry,599 Henry Landing,Wooster,PA,76110,72,Housing Authority of Lincoln,PA008,McConn & Company,Alana,6,161,188,17,1608,64,3.54,261,225,118452,6496,14089,24.4380900462,64.1503279824,23.0564991992,39.8236235106,10.9525510088,94.7517987509,83.8638150849,63.7824663593,89.3173142669,91.5912739902,2.6593075859,43.37599227,18.4534046103,41.1693708851,48.0091503967,11,91.676914562,43.5386607115,3112130000,POINT (4495853.379569401 -15481187.638374364),POINT (4495853.379569401 -15481187.638374364)
PA00544640,-80.1143471114983,40.475171125786254,T,42003,42099145469,800266493,Bethel Park,Independent Investors,26 Bannock Motorway,DeKalb,PA,65746,442,Housing Authority of Ben Avon Heights,PA006,Quality Realty Service,Boutwell,440,440,301,9,1474,34,1.22,726,396,148167,8859,8759,32.3013175192,3.3383125324,32.9585705555,14.4720355825,20.6002371905,98.2953863747,86.6758046428,95.4837243616,26.1159908972,48.5407035706,38.9724126518,41.6065879661,65.8128640737,11.3281623975,11.6221628502,18,53.2899799769,32.3491821901,0038440000,POINT (4505675.439493135 -15612432.889890548),POINT (4505675.439493135 -15612432.889890548)
PA00290893,-80.05088505152375,40.34555395479924,4,42003,42083650705,800535228,Pine,112 State Pass,257 Balboa Path,Ossining,PA,55152,376,Housing Authority of Neville,PA005,Riverdeep,Patterson,140,28,427,5,1098,59,1.95,919,366,157417,17176,10168,42.5165761501,7.3618720938,30.1177568113,27.0404390728,45.0931552556,91.1026697427,79.3500743403,56.7153946264,27.9311522433,12.3195207165,22.1092607719,29.6638698634,49.5054364408,29.3009793638,53.5308933442,17,47.7826518836,14.4276826882,9331280000,POINT (4491246.522020796 -15571414.072007045),POINT (4491246.522020796 -15571414.072007045)
PA00933232,-79.89694584633799,40.41757206670112,R,42003,42053041972,800814281,Sharpsburg,Castle Realty,1259 Cutler Viaduct,Fredericksburg,PA,94228,334,Housing Authority of Millvale,PA006,Netstars Matrix Design,Ship,420,240,44,17,1819,75,1.39,1064,232,173797,17163,6571,29.6933856105,53.90251385,4.391727508,32.0114366832,22.6008991047,99.8102532157,86.1697145957,95.9681356812,18.1775475794,20.7188548813,26.1015861963,34.5589350873,69.8227313104,20.5788889501,80.003242961,14,64.7815631783,67.9070887727,9541880000,POINT (4499263.541565606 -15472981.487479731),POINT (4499263.541565606 -15472981.487479731)
PA00161499,-79.87549612212337,40.197277650906564,R,42003,42004085627,800453652,Moon,AK Steel Holding,683 South Hill Lake,Placentia,PA,78286,393,Housing Authority of Ingram,PA002,W. L. Gore & Associates,San Jose,168,118,17,11,1181,73,3.48,1323,311,196048,5867,7152,10.456889169,61.12037795,4.449764125,17.8687083228,21.7202611945,98.958012697,70.0091398674,64.187238139,85.2869690845,61.3179368609,14.7769765909,25.8229784338,96.2510026878,19.951755524,47.1935671274,13,69.7211659856,39.3761862759,4525520000,POINT (4474740.479374755 -15459383.959563404),POINT (4474740.479374755 -15459383.959563404)
PA00704694,-79.77473363802176,40.60290112064668,B,42003,42025826770,800811343,Crescent,327 Richland Estate,455 Hotaling Green,Newport Beach,PA,74902,334,Housing Authority of Aleppo,PA007,Liberty Wealth Planners,Delaware,483,309,175,40,2760,50,2.29,952,299,144628,7340,14806,47.3528156937,30.2593927466,18.9524446315,9.6249996911,42.1742567762,94.5082985606,71.6933138446,56.9508686711,8.6135162929,62.9748527305,43.4523020741,10.535453215,83.9455513718,52.9234037256,61.5697824834,10,37.0877064606,51.1203919711,8872750000,POINT (4519894.277480025 -15395887.16243802),POINT (4519894.277480025 -15395887.16243802)
PA00494667,-79.82917366239509,40.45933674855453,R,42003,42024789631,800857732,Ross,1302 Halibut Cove,20 North Van Horn Annex,Amsterdam,PA,88819,125,Housing Authority of Oakdale,PA007,"Aaron's, Inc.",Hallam,243,473,430,25,1241,13,1.27,432,331,77504,16070,9964,31.8691041016,7.1748039627,11.9610963483,3.1402079708,6.5099169962,95.5682592033,76.7913331627,66.024241857,18.5166457799,22.1029615344,39.0162429968,30.983350322,28.3867705509,15.8036756625,70.226829333,3,37.9272227883,49.0082837184,5541580000,POINT (4503912.764682671 -15430115.965985358),POINT (4503912.764682671 -15430115.965985358)
PA00533820,-79.87598426374377,40.2828374601181,B,42003,42046638679,800742719,Forest Hills,Reliable Guidance,903 Navy Turnpike,Newberg,PA,52370,348,Housing Authority of Kilbuck,PA009,Bellwether Technology Corporation,Nantucket,332,107,374,26,954,97,3.69,1027,454,180295,7260,6787,36.6408935213,70.3115246199,44.3378974761,31.3689631221,35.7897798833,96.8993324306,97.9479853855,74.5205947985,93.3990550527,64.4998831683,49.2022180128,7.9831224459,42.5178908819,55.7907016894,44.7962312669,5,17.0093912978,56.5853247056,3750630000,POINT (4484264.953768552 -15459693.087879593),POINT (4484264.953768552 -15459693.087879593)
PA00508674,-80.08674122387728,40.42372046235016,4,42003,42010488587,800420689,Ben Avon,1213 Prosper Landing,100 Sibert Lodge,Taylorsville,PA,34649,423,Housing Authority of Baldwin,PA001,JetBlue Airways,Sonora,252,78,16,42,2666,15,3.25,957,411,72097,53,13605,35.0243508031,6.5647253296,45.7472132149,18.95375039,15.6678825212,98.4270042174,74.2931217131,52.4964340848,38.2364636687,91.220006978,4.2898516658,33.0145595103,69.0607877955,58.6357503725,18.2102411673,2,21.1115867694,21.2978424616,6698810000,POINT (4499947.977838453 -15594557.832262732),POINT (4499947.977838453 -15594557.832262732)
PA00770152,-79.79699230712507,40.247833915344565,T,42003,42083449328,800060762,Springdale,585 Granville Pike,276 Oloran Bayou,Neenah,PA,13307,426,Housing Authority of Rosslyn Farms,PA001,Mozilla Foundation,Topaz,245,82,423,43,858,50,1.43,891,276,130685,5873,7882,2.2856718323,42.4219316065,41.1187808402,31.354384041,10.904765164,99.9506294555,91.8848215308,53.3999828181,91.8091383599,69.5843774798,23.2797466652,5.1868609823,84.8951725749,32.918280527,56.5267814851,3,7.8505498215,60.7318963698,3462600000,POINT (4480368.376988403 -15409860.311920503),POINT (4480368.376988403 -15409860.311920503)
PA00694828,-79.89159148728275,40.371862071799264,4,42003,42005419593,800983641,Stowe,Marsh & McLennan,183 Bertha Boulevard,De Pere,PA,85133,61,Housing Authority of Ingram,PA000,Omnicare,Hickory,92,1,193,7,2807,91,1.46,481,473,107398,15863,11822,44.8140545885,32.0397084124,11.5570655173,11.3685620619,42.9253226871,91.5618455134,93.4550556192,60.426565895,24.3119427363,24.1881289059,37.4013806538,29.624833888,90.4042390483,27.0190575699,49.2549080333,20,95.7898298251,20.0136441002,3295040000,POINT (4494175.128208969 -15469584.548838401),POINT (4494175.128208969 -15469584.548838401)
PA00353961,-80.09424696076819,40.469340167337236,R,42003,42057005713,800011296,Elizabeth,AirTran Holdings,939 Ramona Lane,Bloomingdale,PA,57320,337,Housing Authority of Etna,PA003,Adaptec,Parsons,260,439,35,43,2169,49,2.37,464,442,245207,13999,15140,2.0142474567,16.4938921518,6.4009077107,14.510582787,48.7061985006,99.9078577238,75.9545727888,70.7109568095,46.2085844847,67.153872591,23.0727857515,35.7245398218,80.0549484807,24.7216817793,94.9837765976,10,95.6398843237,24.9673728185,3004790000,POINT (4505026.340167754 -15599412.980917193),POINT (4505026.340167754 -15599412.980917193)
PA00258735,-80.09989484369186,40.51015308823325,R,42003,42062015418,800578176,Frazer,Dover Corporation,853 El Verano Hill,Commerce City,PA,03266,295,Housing Authority of Sewickley Heights,PA000,Rollins Inc.,Wattson,72,212,111,13,890,58,3.65,118,437,190246,3136,14292,21.6563139235,60.6857306948,33.2610203602,0.7375118242,6.1264942707,91.9142959823,90.3862557206,94.647458315,35.0468015927,74.3311711374,44.4582250278,40.1420228578,91.611737736,77.5109361521,27.6576726508,27,70.86490787,25.9354464762,7065900000,POINT (4509569.613739685 -15603068.76320459),POINT (4509569.613739685 -15603068.76320459)
PA00038976,-80.19275193842019,40.52874251201343,T,42003,42025168893,800083757,North Braddock,The Polka Dot Bear Tavern,558 Peter Yorke Spur,Spokane Valley,PA,90922,400,Housing Authority of Bellevue,PA008,Fisher Electronics,Normandie,192,50,131,24,929,71,2.55,1045,318,66267,8532,5622,5.4730797713,29.984420462,49.772926735,33.2231580651,7.3488066085,90.45780515,72.2837995346,83.23214787,43.9001154087,57.9462101445,22.771514968,1.7802006135,79.7510053619,28.5273848672,18.3965338079,13,87.4851799754,47.6650163474,8233910000,POINT (4511638.978929034 -15663471.523284242),POINT (4511638.978929034 -15663471.523284242)
PA00978358,-79.90536555556812,40.47992135566579,4,42003,42012443780,800638948,Haysville,134 Dormitory Cove,1085 Lamartine Ferry,Sycamore,PA,00631,251,Housing Authority of Richland,PA004,New World Realty,Huron,420,313,89,21,2098,57,3.52,566,215,151866,117,8427,45.523525434,46.3586610294,47.2170426701,30.9479689243,10.6498030235,92.073906112,94.4775587262,93.9234674954,45.6258083247,1.8129991498,18.6418140975,25.8211610719,61.9054384847,54.3013508949,27.3463627675,22,40.3761282594,22.2581606523,3336440000,POINT (4506204.232664476 -15478326.76572519),POINT (4506204.232664476 -15478326.76572519)
PA00075169,-80.24029441781822,40.47179402146317,R,42003,42055682732,800371966,Whitehall,New Balance,267 Juniper Plaza,Campbell,PA,29874,63,Housing Authority of Crescent,PA003,Convergys Corp.,Century,452,258,351,43,2836,17,1.07,232,262,215824,1624,15258,37.5833708724,41.4068017567,49.8912412035,9.838579277,5.1839169543,99.5012596661,96.7284019863,52.3114299469,94.4628997984,2.0844674473,3.492388332,28.7383631019,84.5847808131,66.1228909086,15.0238367055,30,8.9735553042,35.0288809344,2695530000,POINT (4505299.501959533 -15694617.058722122),POINT (4505299.501959533 -15694617.058722122)
PA00707974,-79.79643220993029,40.603361951423906,R,42003,42003432132,800154943,Port Vue,136 Burke Lodge,926 Tiffany Trail,San Pablo,PA,57992,330,Housing Authority of Carnegie,PA001,Bio-Rad Laboratories,Napier,96,302,413,15,2338,75,2.92,233,428,165789,5687,14433,33.4087362499,69.1133479018,7.8701918573,32.5467746684,29.1636982006,96.5644561171,78.736400461,94.2386473192,27.3237560721,98.5634203882,10.7826481618,30.0487100247,49.6659838235,14.0905057926,81.5153094038,10,74.6608485542,0.2665566067,6263930000,POINT (4519945.576927488 -15409508.334349869),POINT (4519945.576927488 -15409508.334349869)
PA00359457,-80.03252640319046,40.424615833328765,B,42003,42081380585,800291505,West Mifflin,881 Sycamore Glen,462 Transbay Hump Station,East St. Louis,PA,52639,156,Housing Authority of Springdale,PA001,Discovery Communications,Dow,217,45,419,6,2789,74,3.42,333,219,114888,2267,17141,40.7816099046,54.5710701424,27.311278119,14.2506244634,29.1915954764,95.664195339,74.3976132646,51.5647494623,0.4216251336,57.4567514004,34.0874450144,33.6694872467,60.290053242,25.7989793061,72.2154304761,10,16.6666029978,65.4508710461,5684410000,POINT (4500047.650079862 -15559596.222360445),POINT (4500047.650079862 -15559596.222360445)
PA00087911,-79.99371476538025,40.5403045329479,B,42003,42076174557,800029254,Green Tree,1306 Kittredge Plaza,985 Sloat Estate,St. Louis,PA,10918,420,Housing Authority of Aspinwall,PA008,Quality Merchant Services,Loehr,338,20,217,17,1462,61,2.86,861,280,77506,7482,11440,49.8878633259,2.6865439606,37.7803441596,34.0582739093,32.4733183494,94.9305600783,82.3230739163,80.3953349989,91.7746726971,31.2826196131,29.8143611663,23.3587243375,37.7635590336,20.3012735471,21.655837325,17,96.0668695304,13.4319568489,2060870000,POINT (4512926.057212001 -15534683.115270974),POINT (4512926.057212001 -15534683.115270974)
PA00107805,-79.94646638807329,40.21083620261728,4,42003,42090942290,800477094,Ohara,Stratacard,451 Prentiss Pike,St. Paul,PA,94830,396,Housing Authority of Frazer,PA006,Fabrik Inc.,Sargent,100,26,291,23,1683,50,2.74,673,391,128843,19897,12088,36.6912722369,23.0483970193,46.7298109501,34.9036202777,17.3014353902,90.1340276717,75.9126891877,78.5691400892,50.9422039677,26.0793956734,3.7725495114,49.5257025031,26.9764761719,67.387393691,16.7601867064,20,91.5346944613,29.3733262157,6192350000,POINT (4476249.810447087 -15504483.257129123),POINT (4476249.810447087 -15504483.257129123)
PA00870832,-79.88955424846813,40.311036714641126,T,42003,42012298741,800495587,Forest Hills,1184 Keyes Loop,756 Fort Mason Lake,Escondido,PA,59250,122,Housing Authority of Plum,PA000,Datacorp,Powell,458,183,86,41,2088,80,3.77,108,367,162714,15735,7401,35.9187944014,54.6371408627,35.0869714622,10.0417506905,42.6589859702,96.9605907429,99.0295284377,94.4559250584,58.7972423578,3.102202852,48.9448953112,47.817894875,56.5389936867,50.2352982511,91.8069896814,28,43.2862394103,39.118420394,8797490000,POINT (4487404.080422806 -15468292.541449793),POINT (4487404.080422806 -15468292.541449793)
PA00059784,-80.16864617956865,40.55358891458472,B,42003,42025495939,800267090,Chalfant,Realty Zone,261 Forest View Cove,Bremerton,PA,16092,168,Housing Authority of North Versailles,PA006,Sprint Nextel Corporation,Waithman,128,478,478,26,2203,29,2.73,296,413,176575,2738,16172,32.9579385559,70.0608035342,32.4959299411,35.884683764,39.0339858348,99.2256538394,97.7759078645,65.7199833925,25.5971479392,36.2310821718,2.5168561071,4.4230358163,57.7758567188,71.1039384398,23.6002140249,23,40.2631665924,34.182663018,7452720000,POINT (4514404.867811316 -15647736.683945691),POINT (4514404.867811316 -15647736.683945691)
PA00453269,-80.12300231304161,40.56431224935462,B,42003,42071858054,800664772,Findlay,Omnicare,438 Allen Expressway,St. Clair Shores,PA,68158,406,Housing Authority of Dormont,PA000,Garden Guru,Towerside,374,228,317,47,1941,93,1.81,22,487,213360,10326,14618,2.1894636739,63.8703225989,42.4744483872,19.9090483954,8.6367579726,96.5958459715,79.292881078,94.941683223,24.9762984455,49.745610085,17.7906271461,44.1109800604,19.0625986522,33.6248249472,70.7386515778,25,20.3743274119,9.0891591971,1218810000,POINT (4515598.583977506 -15618047.387101753),POINT (4515598.583977506 -15618047.387101753)
PA00300162,-79.90989466042136,40.66264211706578,T,42003,42054941734,800704395,West Elizabeth,Frasca International,140 Cowell Annex,Lodi,PA,98306,492,Housing Authority of McKeesport,PA002,Wynn Resorts,Turk Murphy,252,202,68,13,1222,27,3.29,546,484,237975,1240,12958,46.7175560243,52.1338513282,24.4835814117,15.889991437,17.5906321659,93.9531731767,76.8838430086,82.2917443756,16.2466017351,16.1244815588,2.8891625271,32.4415532278,54.8721679359,69.4286245821,55.5901496536,6,70.7461044437,45.9835076804,4860450000,POINT (4526544.614780881 -15481203.907147134),POINT (4526544.614780881 -15481203.907147134)
PA00174091,-80.22205565257711,40.38070571006124,B,42003,42092211384,800690951,Leetsdale,Conseco,783 Sharon Plaza,Murrieta,PA,51134,455,Housing Authority of Tarentum,PA003,Hyland Software,Laurel,35,10,155,16,1692,100,1.66,1134,222,131821,7438,13025,23.1872414417,66.2316080907,0.7881855647,12.5851595291,46.6162045208,94.7474218025,75.1259246517,84.5326108711,56.0877291105,91.3060022836,37.8922860544,25.3719376797,15.0914069727,60.4616651497,44.0167007849,6,66.2366059737,16.3242567541,1443510000,POINT (4495159.597517053 -15682650.941680226),POINT (4495159.597517053 -15682650.941680226)
PA00539886,-79.98539007759926,40.31074685844235,B,42003,42037309129,800877963,Munhall,Envirotecture Design,1351 Benton Court,Temple,PA,52651,450,Housing Authority of Swissvale,PA006,Limited Brands,Hanover,238,176,161,33,2247,72,3.53,1287,244,116264,11976,17125,14.5916576899,25.0975303313,31.3183085803,20.2690524244,32.6556800402,97.575235028,91.1556141454,57.2542378765,73.9713224633,42.2952545447,1.1896803571,44.0427220718,96.90244712,30.0815861189,79.8482061499,28,43.5893329256,43.3449600297,2460920000,POINT (4487371.813778355 -15529351.97532235),POINT (4487371.813778355 -15529351.97532235)
PA00939080,-80.0757145066095,40.56845519714967,4,42003,42091179287,800014321,South Versailles,211 Ord Path,1249 Fell Access Ferry,Rolling Meadows,PA,16657,83,Housing Authority of Pittsburgh,PA003,Avant Garde Appraisal,Gibbon,46,493,226,29,2547,45,2.32,681,484,249641,15609,13933,40.1560625713,65.3048452277,26.0945945295,10.1906896449,28.6274062809,92.5395291146,99.0688685825,77.9830244478,53.840933791,72.2286877954,41.9895963555,40.4771154089,17.1717346046,13.0241946033,38.7305787986,7,97.0614521907,30.0661186323,4099040000,POINT (4516059.774816434 -15587431.704489958),POINT (4516059.774816434 -15587431.704489958)
PA00998955,-79.990848468482,40.549532884525156,R,42003,42071502258,800346344,Ross,1072 Colonial Pike,658 Stoneman Row,Lisle,PA,63756,29,Housing Authority of Bradford Woods,PA008,Qpass,Dutton,302,452,265,46,1777,22,3.38,1141,392,236017,11483,5695,13.163812007,45.2299411476,16.4136966944,35.1696097435,46.6053129548,94.607026654,92.9326819405,55.5992166384,13.6026309233,64.0278324896,31.1290015977,44.314654612,96.9930557097,13.6505235891,81.575762831,2,83.8306957569,13.1372193486,9568540000,POINT (4513953.352610442 -15532847.039947486),POINT (4513953.352610442 -15532847.039947486)
PA00340317,-80.24386897922308,40.38273674979553,4,42003,42070871761,800287536,Rankin,138 Missouri Avenue,753 Mariner Boulevard,Citrus Heights,PA,70382,144,Housing Authority of Baldwin,PA004,Nutri G,Via Ferlinghetti,486,345,318,19,2170,81,1.56,725,365,246871,19415,7160,26.2027421624,43.8220356709,36.7587166239,21.7667955086,33.9774046086,99.4798212502,95.5611333771,72.0567376207,18.2070939106,92.6429360503,46.4183052453,26.5109153659,61.5801627001,25.1648739622,54.0654577213,5,96.5192084017,22.9022392701,3076320000,POINT (4495385.691826054 -15696964.857648844),POINT (4495385.691826054 -15696964.857648844)
PA00635862,-79.86202472798375,40.58065841780612,R,42003,42098396455,800798648,Bradford Woods,457 Barneveld Estate,1089 Fair Oaks Canyon,Mount Clemens,PA,66030,134,Housing Authority of Mount Oliver,PA000,Gemini Sound Products,Upton,113,313,414,36,1724,98,1.37,135,416,239901,9831,11015,15.986585453,4.2197510946,14.4917052162,2.6517890235,30.4901265842,90.2495873047,72.7755991332,86.542744193,4.8791797404,40.8766270473,27.3646226377,27.1546857605,28.969225092,46.5943943538,63.203910668,25,73.8162635789,62.7259868876,8986500000,POINT (4517418.231125948 -15450858.665344367),POINT (4517418.231125948 -15450858.665344367)
PA00392817,-80.17374868724566,40.584446298041485,R,42003,42000174525,800634555,Wilkinsburg,917 Ewer Parkway,945 Alvord Loop,Alexandria,PA,78077,34,Housing Authority of Emsworth,PA007,Techo Solutions,Winston,188,384,375,15,1626,70,1.14,1159,405,229053,2171,16637,37.110798257,17.3868533131,25.1312125902,2.0190573989,31.315289928,93.8171662828,87.7229829886,65.2148604094,92.5349362954,22.0571549124,13.0052372602,47.5506347755,93.7153436851,13.1044988878,33.0135272834,8,2.115517607,68.8135328313,6168210000,POINT (4517839.896024934 -15651064.114866987),POINT (4517839.896024934 -15651064.114866987)
PA00891961,-79.81063658231744,40.464660361697504,B,42003,42002152040,800566202,Ross,Price Waterhouse Coopers,759 Sonora Boulevard,Mission,PA,24022,16,Housing Authority of Leetsdale,PA008,Gateway Computers,Everson,271,131,453,41,2580,8,2.18,1234,200,150352,10741,15095,33.646351261,14.1736982101,9.2850975709,37.4302008971,8.7154930202,99.6580609733,93.917265338,58.9433734239,77.0279744972,93.0335968616,34.7831221566,30.0780984403,69.4419233199,25.9695361387,78.8738943954,30,23.0648861238,58.668406923,7084500000,POINT (4504505.386586928 -15418440.58932633),POINT (4504505.386586928 -15418440.58932633)
PA00588940,-79.85589617495742,40.202046993658726,T,42003,42011495915,800632347,Ohio,868 Burrows Loop,1235 Piper Run,Santa Fe,PA,88208,293,Housing Authority of McCandless,PA000,Houlihan's,Fredela,229,230,319,12,1227,17,3.1,22,290,75531,7957,8208,13.4771849587,44.6619718064,34.6722249768,29.0854613231,31.0241864371,90.7786549549,84.0298214351,55.3348384863,25.9853005415,76.006201786,40.7598289931,33.4325131874,26.8580386753,51.1183869344,57.4232774857,4,53.9599664043,33.7734358434,1730020000,POINT (4475271.400181344 -15446983.955114283),POINT (4475271.400181344 -15446983.955114283)
PA00665176,-79.9671417492625,40.34220463370432,B,42003,42056193605,800976945,Richland,Planet Profit,211 Cuesta Mews,San Carlos,PA,09461,214,Housing Authority of Glen Osborne,PA005,Simply Save,Pershing,384,127,329,18,2972,12,3.66,219,359,231122,15022,11785,39.5597151391,59.9512820209,0.5682035793,18.8004833791,35.1255800073,98.6367141452,82.5032417327,53.4026433099,70.5182340766,40.3669203382,14.8422382584,29.0081207199,94.8358064079,63.7057714742,81.6594355154,22,52.0478413015,47.4254581993,8723870000,POINT (4490873.677302007 -15517681.05376956),POINT (4490873.677302007 -15517681.05376956)
PA00873036,-80.06054200621932,40.49368650228617,T,42003,42072220338,800355316,Monroeville,128 Crown Field,53 Levant Loop,Point Pleasant,PA,92387,59,Housing Authority of Pittsburgh,PA006,Team Designers and Associates,Arch,21,258,52,27,2447,57,3.59,984,271,138356,9995,10114,40.1098962786,25.9861740738,44.2085954017,3.9745004897,20.4331111189,99.3396559216,89.2666262518,81.9331608746,29.8229591394,54.2713183912,19.5818472493,0.4863676467,80.9819378488,16.0752601814,44.1537748249,3,46.2913241334,37.9401736948,8380440000,POINT (4507736.561776951 -15577639.124708477),POINT (4507736.561776951 -15577639.124708477)
PA00856396,-79.74955584933296,40.663256277093325,T,42003,42036779284,800212798,Scott,RadioShack,773 Alana Field,Monroeville,PA,11321,377,Housing Authority of Kennedy,PA003,Magna Gases,Balboa,242,393,102,40,1167,56,2.86,652,345,86221,147,13881,36.7503784898,44.7177967705,12.0194108386,31.5115277342,21.2951357765,91.2829577304,84.9495062027,76.2450239576,61.0990100952,27.8674825514,41.8499296084,35.9231342928,97.2182989995,52.6130974275,91.2120177432,4,13.7074973714,9.2836853501,2353740000,POINT (4526612.982762414 -15380117.726619855),POINT (4526612.982762414 -15380117.726619855)
PA00935052,-80.30723332460167,40.43179722923975,4,42003,42084650846,800072390,Sharpsburg,Electronic Data Systems,304 Main Center,Tifton,PA,30572,276,Housing Authority of Hampton,PA000,Southern California Edison,Wool,163,484,391,18,1312,61,2.45,777,490,82111,5338,14349,10.0459093757,10.6175287275,23.0894311148,11.8569620424,0.6963940217,94.4063943438,89.0493580935,71.8705378977,89.5115231918,20.2724921455,45.9022377781,46.7804728631,33.7787805352,12.1607041693,27.0620679675,29,37.7474422772,36.1313435761,9666970000,POINT (4500847.079415858 -15738725.040457541),POINT (4500847.079415858 -15738725.040457541)
PA00203162,-80.10485137997475,40.499857784898566,B,42003,42033013463,800080888,Springdale,Walgreens,314 Saint Marys Court,Alexandria,PA,28972,253,Housing Authority of Sewickley,PA007,Alaska Air Group,Central Magazine,125,130,186,34,1541,71,3.66,1467,383,72537,6747,16531,8.7277197348,67.801899229,32.4711313126,33.5551032283,42.9076399919,91.0112798997,81.7282824749,96.403412229,48.2022841498,18.4322064916,32.2359740173,11.1987540038,33.5995906897,44.8668162468,56.6249416527,23,10.8600782499,30.903259858,0810840000,POINT (4508423.545814905 -15606278.749644296),POINT (4508423.545814905 -15606278.749644296)
PA00382947,-80.23802020488107,40.44323627211191,R,42003,42031645245,800529563,West Elizabeth,"PalmSource, Inc.",164 Miley Cove,Soledad,PA,28740,12,Housing Authority of Wall,PA007,Quantrix,Lloyd,25,479,23,39,2428,75,1.77,771,212,81115,5984,11658,13.1912907812,41.6110332717,13.4440341724,24.6233241171,48.3677508791,90.0988648117,97.1342095346,97.5778576207,23.1103050729,91.3033104372,33.1229394425,22.166506774,32.3428853553,71.1002129643,39.2338786135,10,26.8387868257,62.0818667617,3982120000,POINT (4502120.467843549 -15693123.781688122),POINT (4502120.467843549 -15693123.781688122)
PA00598878,-80.16666890570498,40.364973934411665,T,42003,42041116181,800173751,Braddock Hills,Magna Architectural Design,838 Laguna Trail,Windsor,PA,94520,466,Housing Authority of Dormont,PA008,Archer Daniels Midland,Marvel,189,296,463,15,998,61,2.36,1088,464,72531,12488,8939,21.0458138471,33.826448349,36.8444823039,24.5254675243,38.3821593752,96.9521214988,95.4762290737,80.9884541527,72.0555826427,87.6891594206,24.7757321466,49.7183248113,27.0431054548,34.6973055056,27.6588479043,12,3.8169540991,50.5822077915,8038080000,POINT (4493408.344262467 -15646447.730145441),POINT (4493408.344262467 -15646447.730145441)
PA00255593,-79.9857297958469,40.309364730127825,T,42003,42055489086,800731225,Pitcairn,201 Sanches Trace,229 Avocet Annex,Hamilton,PA,90114,499,Housing Authority of West Deer,PA007,Frontier Airlines,North Van Horn,351,2,42,2,2754,35,2.58,280,461,207493,195,15220,21.7061960805,4.123544288,10.2236264995,33.027418023,37.0415005543,90.9545980026,97.0164696541,78.1838292905,54.6091958326,79.391176031,26.5139960447,22.9144341132,37.9675828201,22.3881270972,52.6739977665,8,29.1470631713,2.512918963,1524780000,POINT (4487217.955958171 -15529569.445430294),POINT (4487217.955958171 -15529569.445430294)
